postcode,stad,gemeente,lat,lon
2691,'s-Gravenzande,Westland,52.00479702,4.161599727
2692,'s-Gravenzande,Westland,52.00066907,4.159001127
2693,'s-Gravenzande,Westland,51.99960805,4.178279872
2694,'s-Gravenzande,Westland,52.00605997,4.16738705
2700,Zoetermeer,Zoetermeer,52.06090904,4.482506987
2701,Zoetermeer,Zoetermeer,52.06090904,4.482506987
2702,Zoetermeer,Zoetermeer,52.06090904,4.482506987
2711,Zoetermeer,Zoetermeer,52.06090904,4.482506987
2712,Zoetermeer,Zoetermeer,52.05735488,4.49298181
2713,Zoetermeer,Zoetermeer,52.05508184,4.490586089
2715,Zoetermeer,Zoetermeer,52.05046668,4.473075701
2716,Zoetermeer,Zoetermeer,52.05075279,4.465306649
2717,Zoetermeer,Zoetermeer,52.06535203,4.466959422
2718,Zoetermeer,Zoetermeer,52.04542908,4.490478002
2719,Zoetermeer,Zoetermeer,52.04595366,4.485535816
2721,Zoetermeer,Zoetermeer,52.06394563,4.548328926
2722,Zoetermeer,Zoetermeer,52.05209311,4.507849296
2723,Zoetermeer,Zoetermeer,52.06024797,4.512613392
2724,Zoetermeer,Zoetermeer,52.06287852,4.506088093
2725,Zoetermeer,Zoetermeer,52.07374658,4.494977474
2726,Zoetermeer,Zoetermeer,52.06322016,4.488097696
2727,Zoetermeer,Zoetermeer,52.0699207,4.505396487
2728,Zoetermeer,Zoetermeer,52.0771771,4.513335747
2729,Zoetermeer,Zoetermeer,52.06616911,4.527709203
2730,Benthuizen,Alphen aan den Rijn,52.07871866,4.543989152
2731,Benthuizen,Alphen aan den Rijn,52.07871866,4.543989152
2735,Gelderswoude,Zoeterwoude,52.09353076,4.533297239
2740,Waddinxveen,Waddinxveen,52.05896858,4.650755338
2741,Waddinxveen,Waddinxveen,52.04623905,4.656959058
2742,Waddinxveen,Waddinxveen,52.06239999,4.639157817
2743,Waddinxveen,Waddinxveen,52.04017652,4.646476203
2750,Moerkapelle,Zuidplas,52.04615135,4.57849229
2751,Moerkapelle,Zuidplas,52.04615135,4.57849229
2752,Moerkapelle,Zuidplas,52.04043442,4.581508973
2760,Zevenhuizen,Zuidplas,52.01070965,4.582028808
2761,Nieuwerkerk aan den IJssel,Zuidplas,51.99267531,4.606193718
2770,Boskoop,Alphen aan den Rijn,52.09100739,4.691831421
2771,Boskoop,Alphen aan den Rijn,52.09100739,4.691831421
2800,Gouda,Gouda,52.01398633,4.700117197
2801,Gouda,Gouda,52.01398633,4.700117197
2802,Gouda,Gouda,52.01292996,4.689523827
2803,Gouda,Gouda,52.02745655,4.698280729
2804,Gouda,Gouda,52.03366525,4.69418442
2805,Gouda,Gouda,52.01871014,4.709779683
2806,Gouda,Gouda,52.01552208,4.710731706
2807,Gouda,Gouda,52.00914464,4.735732747
2808,Gouda,Gouda,52.00494707,4.72059151
2809,Gouda,Gouda,52.00651984,4.686861484
2810,Reeuwijk,Bodegraven-Reeuwijk,52.04833309,4.72635908
2811,Reeuwijk,Bodegraven-Reeuwijk,52.04833309,4.72635908
2820,Stolwijk,Vlist,51.97063595,4.773300892
2821,Stolwijk,Vlist,51.97063595,4.773300892
2825,Berkenwoude,Bergambacht,51.94796528,4.717595701
2830,Gouderak,Ouderkerk,51.98276875,4.672519268
2831,Gouderak,Ouderkerk,51.98276875,4.672519268
2840,Moordrecht,Zuidplas,51.99918343,4.65159874
2841,Moordrecht,Zuidplas,51.99488957,4.680309554
2850,Haastrecht,Vlist,52.01544974,4.839511223
2851,Haastrecht,Vlist,52.01544974,4.839511223
2855,Vlist,Vlist,51.96538687,4.840344226
2860,Bergambacht,Bergambacht,51.93137605,4.783778162
2861,Bergambacht,Bergambacht,51.93137605,4.783778162
2865,Ammerstol,Bergambacht,51.92855143,4.809312805
2870,Schoonhoven,Schoonhoven,51.94256661,4.87003473
2871,Schoonhoven,Schoonhoven,51.94256661,4.87003473
2900,Capelle aan den IJssel,Capelle aan den IJssel,51.91427584,4.568979538
2901,Capelle aan den IJssel,Capelle aan den IJssel,51.91427584,4.568979538
2902,Capelle aan den IJssel,Capelle aan den IJssel,51.92657935,4.578327065
2903,Capelle aan den IJssel,Capelle aan den IJssel,51.93086747,4.589482399
2904,Capelle aan den IJssel,Capelle aan den IJssel,51.92967874,4.60809812
2905,Capelle aan den IJssel,Capelle aan den IJssel,51.93833286,4.597948457
2906,Capelle aan den IJssel,Capelle aan den IJssel,51.93354414,4.570028102
2907,Capelle aan den IJssel,Capelle aan den IJssel,51.94927808,4.56819549
2908,Capelle aan den IJssel,Capelle aan den IJssel,51.95680529,4.585618348
2909,Capelle aan den IJssel,Capelle aan den IJssel,51.90665487,4.545483295
2910,Nieuwerkerk aan den IJssel,Zuidplas,51.9784974,4.613845445
2911,Nieuwerkerk aan den IJssel,Zuidplas,51.96431948,4.621497172
2912,Nieuwerkerk aan den IJssel,Zuidplas,51.96611598,4.607451457
2913,Nieuwerkerk aan den IJssel,Zuidplas,51.96574582,4.592621393
2914,Nieuwerkerk aan den IJssel,Zuidplas,51.97251598,4.61302457
2920,Krimpen aan den IJssel,Krimpen aan den IJssel,51.91258315,4.580068642
2921,Krimpen aan den IJssel,Krimpen aan den IJssel,51.91258315,4.580068642
2922,Krimpen aan den IJssel,Krimpen aan den IJssel,51.91836889,4.585170192
2923,Krimpen aan den IJssel,Krimpen aan den IJssel,51.90911878,4.596952984
2924,Krimpen aan den IJssel,Krimpen aan den IJssel,51.92729317,4.620397962
2925,Krimpen aan den IJssel,Krimpen aan den IJssel,51.92042253,4.608613662
2926,Krimpen aan den IJssel,Krimpen aan den IJssel,51.90955048,4.606050053
2930,Krimpen aan de Lek,Nederlek,51.89371865,4.622475064
2931,Krimpen aan de Lek,Nederlek,51.89371865,4.622475064
2935,Ouderkerk aan den IJssel,Ouderkerk,51.93615677,4.635688833
2940,Lekkerkerk,Nederlek,51.8952069,4.68495454
2941,Lekkerkerk,Nederlek,51.8952069,4.68495454
2950,Alblasserdam,Alblasserdam,51.8642149,4.664914292
2951,Alblasserdam,Alblasserdam,51.8642149,4.664914292
2952,Alblasserdam,Alblasserdam,51.85922156,4.666233225
2953,Alblasserdam,Alblasserdam,51.86795078,4.656171435
2954,Alblasserdam,Alblasserdam,51.87107169,4.663429096
2957,Nieuw-Lekkerland,Molenwaard,51.89001714,4.687889808
2959,Streefkerk,Molenwaard,51.88238058,4.743340812
2960,Kinderdijk,Molenwaard,51.88824575,4.632238015
2961,Kinderdijk,Molenwaard,51.88824575,4.632238015
2964,Groot-Ammers,Molenwaard,51.92401804,4.814872719
2965,Nieuwpoort,Molenwaard,51.92738098,4.87362604
2967,Langerak,Molenwaard,51.93226207,4.876236439
2968,Waal,Molenwaard,51.93895334,4.89939659
2969,Oud-Alblas,Molenwaard,51.85638434,4.700595981
2970,Bleskensgraaf ca,Molenwaard,51.97430132,4.507413088
2971,Bleskensgraaf ca,Molenwaard,51.8731093,4.780475076
2973,Molenaarsgraaf,Molenwaard,51.87420135,4.813152911
2974,Brandwijk,Molenwaard,51.87975434,4.823043731
2975,Ottoland,Molenwaard,51.89089117,4.863303701
2977,Goudriaan,Molenwaard,51.90156066,4.893702344
2980,Ridderkerk,Ridderkerk,51.86588498,4.596028476
2981,Ridderkerk,Ridderkerk,51.86588498,4.596028476
2982,Ridderkerk,Ridderkerk,51.87338682,4.594642398
2983,Ridderkerk,Ridderkerk,51.88543847,4.603455892
2984,Ridderkerk,Ridderkerk,51.87442147,4.626355184
2985,Ridderkerk,Ridderkerk,51.86421151,4.596717104
2986,Ridderkerk,Ridderkerk,51.8609453,4.637455344
2987,Ridderkerk,Ridderkerk,51.89815068,4.579824771
2988,Ridderkerk,Ridderkerk,51.8615909,4.587178806
2989,Ridderkerk,Ridderkerk,51.85161564,4.636149711
2990,Barendrecht,Barendrecht,51.85674539,4.539260249
2991,Barendrecht,Barendrecht,51.85813669,4.53774316
2992,Barendrecht,Barendrecht,51.85888884,4.529489011
2993,Barendrecht,Barendrecht,51.85320487,4.489049559
2994,Barendrecht,Barendrecht,51.85753336,4.493486689
2995,Heerjansdam,Zwijndrecht,51.83545425,4.568419999
3000,Rotterdam,Rotterdam,51.95511865,4.530119091
3001,Rotterdam,Rotterdam,51.95511865,4.530119091
3002,Rotterdam,Rotterdam,51.95511865,4.530119091
3003,Rotterdam,Rotterdam,51.95511865,4.530119091
3004,Rotterdam,Rotterdam,51.95511865,4.530119091
3005,Rotterdam,Rotterdam,51.95511865,4.530119091
3006,Rotterdam,Rotterdam,51.95511865,4.530119091
3007,Rotterdam,Rotterdam,51.95511865,4.530119091
3008,Rotterdam,Rotterdam,51.95511865,4.530119091
3009,Rotterdam,Rotterdam,51.93776437,4.505399434
3011,Rotterdam,Rotterdam,51.92401082,4.486453718
3012,Rotterdam,Rotterdam,51.92321641,4.477806071
3013,Rotterdam,Rotterdam,51.92498846,4.473387163
3014,Rotterdam,Rotterdam,51.92200541,4.466167347
3015,Rotterdam,Rotterdam,51.91149355,4.476172322
3016,Rotterdam,Rotterdam,51.91021051,4.475752231
3021,Rotterdam,Rotterdam,51.92267545,4.4620769
3022,Rotterdam,Rotterdam,51.91720758,4.453497453
3023,Rotterdam,Rotterdam,51.91684282,4.453386123
3024,Rotterdam,Rotterdam,51.90779135,4.46080656
3025,Rotterdam,Rotterdam,51.90965268,4.447848764
3026,Rotterdam,Rotterdam,51.90993465,4.448105582
3027,Rotterdam,Rotterdam,51.91501531,4.43387798
3028,Rotterdam,Rotterdam,51.91720161,4.423878006
3029,Dordrecht,Dordrecht,51.79145769,4.733502451
3031,Rotterdam,Rotterdam,51.92735601,4.485822851
3032,Rotterdam,Rotterdam,51.92780609,4.477088304
3033,Rotterdam,Rotterdam,51.93043319,4.469229866
3034,Rotterdam,Rotterdam,51.93339687,4.491071237
3035,Rotterdam,Rotterdam,51.93257812,4.479534105
3036,Rotterdam,Rotterdam,51.94063031,4.484411675
3037,Rotterdam,Rotterdam,51.94025364,4.478440098
3038,Rotterdam,Rotterdam,51.93131755,4.46985708
3039,Rotterdam,Rotterdam,51.93066485,4.46911167
3041,Rotterdam,Rotterdam,51.92631467,4.437324872
3042,Rotterdam,Rotterdam,51.93586874,4.426928195
3043,Rotterdam,Rotterdam,51.93792992,4.427231873
3044,Schiedam,Schiedam,51.93013682,4.412478777
3045,Rotterdam,Rotterdam,51.950016,4.430214806
3046,Rotterdam,Rotterdam,51.95119484,4.409858948
3047,Rotterdam,Rotterdam,51.94522975,4.411128984
3050,Rotterdam,Rotterdam,51.97430132,4.507413088
3051,Rotterdam,Rotterdam,51.94244548,4.481247239
3052,Rotterdam,Rotterdam,51.95144024,4.46530769
3053,Rotterdam,Rotterdam,51.95475791,4.462906307
3054,Rotterdam,Rotterdam,51.94662618,4.482772196
3055,Rotterdam,Rotterdam,51.9578803,4.49711416
3056,Rotterdam,Rotterdam,51.95096418,4.515616958
3059,Rotterdam,Rotterdam,51.97916648,4.59349089
3061,Rotterdam,Rotterdam,51.92750113,4.509954693
3062,Rotterdam,Rotterdam,51.92451212,4.516502758
3063,Rotterdam,Rotterdam,51.91816665,4.51292339
3064,Rotterdam,Rotterdam,51.91291085,4.553003676
3065,Rotterdam,Rotterdam,51.92319672,4.540716905
3066,Rotterdam,Rotterdam,51.93840102,4.549017059
3067,Rotterdam,Rotterdam,51.9409692,4.549496782
3068,Rotterdam,Rotterdam,51.95648711,4.534417429
3069,Rotterdam,Rotterdam,51.96540018,4.549440346
3071,Rotterdam,Rotterdam,51.90725846,4.496360071
3072,Rotterdam,Rotterdam,51.89947373,4.477002456
3073,Rotterdam,Rotterdam,51.89324781,4.50906641
3074,Rotterdam,Rotterdam,51.89310465,4.509561706
3075,Rotterdam,Rotterdam,51.88869807,4.50013399
3076,Rotterdam,Rotterdam,51.8775204,4.52985711
3077,Rotterdam,Rotterdam,51.89412324,4.525108101
3078,Rotterdam,Rotterdam,51.88832494,4.548960914
3079,Rotterdam,Rotterdam,51.88654286,4.535533961
3081,Rozenburg,Rotterdam,51.9216045,4.223594301
3082,Rotterdam,Rotterdam,51.8945376,4.466793033
3083,Rotterdam,Rotterdam,51.88724682,4.49627907
3084,Rotterdam,Rotterdam,51.87871701,4.484832993
3085,Rotterdam,Rotterdam,51.87538812,4.481826984
3086,Rotterdam,Rotterdam,51.87734387,4.47700721
3087,Rotterdam,Rotterdam,51.89707253,4.459973306
3088,Rotterdam,Rotterdam,51.87537732,4.440011019
3089,Rotterdam,Rotterdam,51.8886494,4.470925057
3100,Schiedam,Schiedam,51.92188887,4.406984619
3101,Schiedam,Schiedam,51.92188887,4.406984619
3102,Schiedam,Schiedam,51.92188887,4.406984619
3109,Schiedam,Schiedam,51.92188887,4.406984619
3111,Schiedam,Schiedam,51.91364092,4.401490461
3112,Schiedam,Schiedam,51.91366023,4.411739555
3113,Schiedam,Schiedam,51.91382858,4.410681224
3114,Schiedam,Schiedam,51.90853107,4.405927515
3115,Schiedam,Schiedam,51.90595537,4.385462706
3116,Schiedam,Schiedam,51.91008658,4.402227826
3117,Schiedam,Schiedam,51.91374544,4.396230219
3118,Schiedam,Schiedam,51.92045556,4.385648736
3119,Schiedam,Schiedam,51.91869623,4.389866222
3121,Schiedam,Schiedam,51.93028315,4.377014468
3122,Schiedam,Schiedam,51.9277321,4.372010096
3123,Schiedam,Schiedam,51.94047541,4.367676114
3124,Schiedam,Schiedam,51.94178417,4.376489602
3125,Schiedam,Schiedam,51.92705513,4.406936366
3130,Vlaardingen,Vlaardingen,51.90483618,4.316920352
3131,Vlaardingen,Vlaardingen,51.90827755,4.344111798
3132,Vlaardingen,Vlaardingen,51.90483618,4.316920352
3133,Vlaardingen,Vlaardingen,51.89983088,4.34674203
3134,Vlaardingen,Vlaardingen,51.91444342,4.347370684
3135,Vlaardingen,Vlaardingen,51.91321077,4.355121339
3136,Vlaardingen,Vlaardingen,51.92775465,4.340311274
3137,Vlaardingen,Vlaardingen,51.93560047,4.354308114
3138,Vlaardingen,Vlaardingen,51.92188401,4.297250751
3140,Maassluis,Maassluis,51.92132861,4.254424695
3141,Maassluis,Maassluis,51.92132861,4.254424695
3142,Maassluis,Maassluis,51.92886552,4.250537926
3143,Maassluis,Maassluis,51.91947936,4.253019174
3144,Maassluis,Maassluis,51.92720788,4.242319099
3145,Maassluis,Maassluis,51.93358064,4.232253091
3146,Maassluis,Maassluis,51.93598535,4.219976764
3147,Maassluis,Maassluis,51.93519695,4.237792645
3150,Hoek van Holland,Rotterdam,51.9773938,4.131401999
3151,Hoek van Holland,Rotterdam,51.9773938,4.131401999
3155,Maasland,Midden-Delfland,51.93274005,4.266260587
3160,Rhoon,Albrandswaard,51.85683038,4.416729738
3161,Rhoon,Albrandswaard,51.85683038,4.416729738
3162,Rhoon,Albrandswaard,51.86085656,4.476592249
3165,Rotterdam-Albrandswaard,Albrandswaard,51.86896763,4.419984934
3170,Poortugaal,Albrandswaard,51.85831971,4.398126751
3171,Poortugaal,Albrandswaard,51.85831971,4.398126751
3172,Poortugaal,Albrandswaard,51.84588754,4.394789848
3176,Poortugaal,Albrandswaard,51.85549135,4.392502867
3180,Rozenburg,Haarlemmermeer,52.27406962,4.743735722
3181,Rozenburg,Rotterdam,51.90147607,4.260482937
3190,Hoogvliet Rotterdam,Rotterdam,51.97430132,4.507413088
3191,Hoogvliet Rotterdam,Rotterdam,51.8611924,4.358999025
3192,Hoogvliet Rotterdam,Rotterdam,51.85733042,4.35227747
3193,Hoogvliet Rotterdam,Rotterdam,51.87240036,4.351744603
3194,Hoogvliet Rotterdam,Rotterdam,51.87210866,4.37376906
3195,Pernis Rotterdam,Rotterdam,51.89157225,4.386554178
3196,Botlek Rotterdam,Rotterdam,51.78577941,4.157228211
3197,Botlek Rotterdam,Rotterdam,51.8906064,4.262183363
3198,Europoort Rotterdam,Rotterdam,51.93877434,4.124290679
3199,Spijkenisse,Spijkenisse,51.78577941,4.157228211
3200,Spijkenisse,Spijkenisse,51.85370554,4.329815137
3201,Spijkenisse,Spijkenisse,51.85370554,4.329815137
3202,Spijkenisse,Spijkenisse,51.85409581,4.314960684
3203,Spijkenisse,Spijkenisse,51.83928094,4.335265549
3204,Spijkenisse,Spijkenisse,51.84029452,4.319865432
3205,Spijkenisse,Spijkenisse,51.83720353,4.336895346
3206,Spijkenisse,Spijkenisse,51.8347785,4.332448069
3207,Spijkenisse,Spijkenisse,51.84330193,4.351518012
3208,Spijkenisse,Spijkenisse,51.82854609,4.313198538
3209,Hekelingen,Spijkenisse,51.82689511,4.343687923
3211,Geervliet,Bernisse,51.8603743,4.264292209
3212,Simonshaven,Bernisse,51.82134573,4.285668502
3214,Simonshaven,Bernisse,51.82488015,4.265278577
3216,Abbenbroek,Bernisse,51.84802461,4.244536586
3218,Heenvliet,Bernisse,51.86838119,4.243264102
3220,Hellevoetsluis,Hellevoetsluis,51.83075922,4.1308332
3221,Hellevoetsluis,Hellevoetsluis,51.83075922,4.1308332
3222,Hellevoetsluis,Hellevoetsluis,51.8377212,4.120868347
3223,Hellevoetsluis,Hellevoetsluis,51.8543478,4.145499168
3224,Hellevoetsluis,Hellevoetsluis,51.8238468,4.135303405
3225,Hellevoetsluis,Hellevoetsluis,51.82978679,4.16140284
3227,Oudenhoorn,Bernisse,51.82591088,4.191340118
3230,Brielle,Brielle,51.90591291,4.176802778
3231,Brielle,Brielle,51.90591291,4.176802778
3232,Brielle,Brielle,51.89807274,4.156998013
3233,Oostvoorne,Westvoorne,51.92033993,4.110830749
3234,Tinte,Westvoorne,51.88765232,4.137557564
3235,Rockanje,Westvoorne,51.87315488,4.064420461
3237,Vierpolders,Brielle,51.88259014,4.185721032
3238,Zwartewaal,Brielle,51.88151779,4.222097217
3240,Middelharnis,Goeree-Overflakkee,51.7536594,4.164964346
3241,Middelharnis,Goeree-Overflakkee,51.7536594,4.164964346
3243,Stad aan 't Haringvliet,Goeree-Overflakkee,51.7250903,4.248534387
3244,Nieuwe-Tonge,Goeree-Overflakkee,51.71273694,4.172166012
3245,Sommelsdijk,Goeree-Overflakkee,51.75970936,4.153967189
3247,Dirksland,Goeree-Overflakkee,51.74736481,4.099862215
3248,Melissant,Goeree-Overflakkee,51.76960601,4.065585104
3249,Herkingen,Goeree-Overflakkee,51.71223658,4.091492508
3250,Stellendam,Goeree-Overflakkee,51.80706943,4.02307298
3251,Goedereede,Goeree-Overflakkee,51.81866702,3.976546086
3252,Goedereede,Goeree-Overflakkee,51.82438393,3.979203001
3253,Ouddorp,Goeree-Overflakkee,51.80836308,3.935642805
3255,Oude-Tonge,Goeree-Overflakkee,51.68978068,4.213262605
3256,Achthuizen,Goeree-Overflakkee,51.6759548,4.278955971
3257,Ooltgensplaat,Goeree-Overflakkee,51.68119994,4.349203471
3258,Den Bommel,Goeree-Overflakkee,51.72209834,4.266956315
3260,Oud-Beijerland,Oud-Beijerland,51.82208055,4.421717945
3261,Meerssen,Meerssen,50.88914201,5.749017257
3262,Oud-Beijerland,Oud-Beijerland,51.82674352,4.408465977
3263,Oud-Beijerland,Oud-Beijerland,51.82241414,4.390288582
3264,Nieuw-Beijerland,Korendijk,51.81042825,4.340269462
3265,Piershil,Korendijk,51.79955004,4.334119733
3267,Goudswaard,Korendijk,51.78289907,4.275244321
3270,Mijnsheerenland,Binnenmaas,51.79626892,4.487079044
3271,Mijnsheerenland,Binnenmaas,51.79626892,4.487079044
3273,Westmaas,Binnenmaas,51.78704985,4.470396886
3274,Heinenoord,Binnenmaas,51.82796292,4.476174086
3280,Numansdorp,Cromstrijen,51.74286189,4.444340861
3281,Numansdorp,Cromstrijen,51.74286189,4.444340861
3284,Zuid-Beijerland,Korendijk,51.75278322,4.365403088
3286,Klaaswaal,Cromstrijen,51.77155896,4.445579944
3290,Strijen,Strijen,51.74206988,4.552319228
3291,Strijen,Strijen,51.74206988,4.552319228
3292,Strijensas,Strijen,51.71552214,4.586530406
3293,Mookhoek,Strijen,51.75279793,4.596538741
3295,'s-Gravendeel,Binnenmaas,51.78473967,4.624257122
3297,Puttershoek,Binnenmaas,51.8060706,4.560138728
3299,Maasdam,Binnenmaas,51.78905679,4.553909834
3300,Dordrecht,Dordrecht,51.80448046,4.698737884
3301,Dordrecht,Dordrecht,51.80448046,4.698737884
3311,Dordrecht,Dordrecht,51.81750323,4.663973316
3312,Dordrecht,Dordrecht,51.81313658,4.691189638
3313,Dordrecht,Dordrecht,51.81431864,4.710599648
3314,Dordrecht,Dordrecht,51.8059757,4.655467703
3315,Dordrecht,Dordrecht,51.79981639,4.71996949
3316,Dordrecht,Dordrecht,51.80451759,4.648848442
3317,Dordrecht,Dordrecht,51.79405861,4.649419019
3318,Dordrecht,Dordrecht,51.79030843,4.679656492
3319,Dordrecht,Dordrecht,51.79292999,4.687660294
3328,Dordrecht,Dordrecht,51.77654293,4.682517272
3329,Dordrecht,Dordrecht,51.78766395,4.706735372
3330,Zwijndrecht,Zwijndrecht,51.8161112,4.650732624
3331,Dordrecht,Dordrecht,51.76701842,4.632329888
3332,Zwijndrecht,Zwijndrecht,51.82355382,4.643856654
3333,Zwijndrecht,Zwijndrecht,51.81102593,4.636044316
3334,Zwijndrecht,Zwijndrecht,51.81403922,4.616868766
3335,Zwijndrecht,Zwijndrecht,51.81861001,4.617711538
3336,Heerjansdam,Zwijndrecht,51.82515975,4.568576134
3340,Hendrik-Ido-Ambacht,Hendrik-Ido-Ambacht,51.84634356,4.63199326
3341,Hendrik-Ido-Ambacht,Hendrik-Ido-Ambacht,51.84094553,4.657528619
3342,Hendrik-Ido-Ambacht,Hendrik-Ido-Ambacht,51.84634356,4.63199326
3343,Hendrik-Ido-Ambacht,Hendrik-Ido-Ambacht,51.83739154,4.624236712
3344,Hendrik-Ido-Ambacht,Hendrik-Ido-Ambacht,51.8292568,4.651821031
3350,Papendrecht,Papendrecht,51.82474096,4.681512238
3351,Papendrecht,Papendrecht,51.82474096,4.681512238
3352,Papendrecht,Papendrecht,51.84065184,4.687331866
3353,Papendrecht,Papendrecht,51.82837729,4.691755813
3354,Papendrecht,Papendrecht,51.83009791,4.702741248
3355,Papendrecht,Papendrecht,51.83581227,4.699984085
3356,Papendrecht,Papendrecht,51.82901425,4.713816556
3360,Sliedrecht,Sliedrecht,51.82750676,4.745793407
3361,Sliedrecht,Sliedrecht,51.81661981,4.784462483
3362,Sliedrecht,Sliedrecht,51.82261653,4.777174433
3363,Sliedrecht,Sliedrecht,51.82750676,4.745793407
3364,Sliedrecht,Sliedrecht,51.83052369,4.765225922
3366,Wijngaarden,Molenwaard,51.84418505,4.762511638
3370,Hardinxveld-Giessendam,Hardinxveld-Giessendam,51.82836901,4.831218182
3371,Hardinxveld-Giessendam,Hardinxveld-Giessendam,51.82836901,4.831218182
3372,Hardinxveld-Giessendam,Hardinxveld-Giessendam,51.82306423,4.883094899
3373,Hardinxveld-Giessendam,Hardinxveld-Giessendam,51.83349815,4.835616434
3380,Giessenburg,Giessenlanden,51.84975422,4.892548708
3381,Giessenburg,Giessenlanden,51.84975422,4.892548708
3400,IJsselstein,IJsselstein,52.0237086,5.040429764
3401,IJsselstein,IJsselstein,52.0237086,5.040429764
3402,IJsselstein,IJsselstein,52.0210625,5.057171376
3403,IJsselstein,IJsselstein,52.02083867,5.027542148
3404,IJsselstein,IJsselstein,52.01386282,5.047868417
3405,Benschop,Lopik,52.00181133,4.988036276
3410,Lopik,Lopik,51.97469404,4.94783448
3411,Benschop,Lopik,51.99889209,4.997071519
3412,Lopikerkapel,Lopik,51.98345753,5.015811306
3413,Jaarsveld,Lopik,51.96953313,4.976547179
3415,Polsbroek,Lopik,51.9759503,4.84730623
3417,Montfoort,Montfoort,52.04680226,4.952517375
3420,Oudewater,Oudewater,52.02375994,4.871569032
3421,Oudewater,Oudewater,52.02375994,4.871569032
3425,Snelrewaard,Oudewater,52.02541927,4.874502657
3430,Nieuwegein,Nieuwegein,52.03702609,5.083131862
3431,Nieuwegein,Nieuwegein,52.03702609,5.083131862
3432,Nieuwegein,Nieuwegein,52.02626765,5.097501401
3433,Nieuwegein,Nieuwegein,52.00730364,5.100628142
3434,Nieuwegein,Nieuwegein,52.00824076,5.090778229
3435,Nieuwegein,Nieuwegein,52.02598178,5.070870206
3436,Nieuwegein,Nieuwegein,52.02893253,5.069339609
3437,Nieuwegein,Nieuwegein,52.04006114,5.075303939
3438,Nieuwegein,Nieuwegein,52.03779939,5.091723525
3439,Nieuwegein,Nieuwegein,52.0240283,5.117668642
3440,Woerden,Woerden,52.082565352,4.8794746
3441,Woerden,Woerden,52.08532709,4.879771291
3442,Woerden,Woerden,52.07763166,4.879930196
3443,Woerden,Woerden,52.08780858,4.892017957
3444,Woerden,Woerden,52.09563976,4.896142112
3445,Woerden,Woerden,52.08615594,4.891929203
3446,Woerden,Woerden,52.08389026,4.897461367
3447,Woerden,Woerden,52.07522728,4.896441047
3448,Woerden,Woerden,52.07981874,4.869728912
3449,Woerden,Woerden,52.08557164,4.872689405
3450,Vleuten,Utrecht,52.10736641,5.012535309
3451,Utrecht,Utrecht,52.09346949,5.035794636
3452,Vleuten,Utrecht,52.09812951,4.996674916
3453,De Meern,Utrecht,52.0838391,5.02529194
3454,De Meern,Utrecht,52.08181085,5.039021549
3455,Haarzuilens,Utrecht,52.12376922,4.983159534
3460,Linschoten,Montfoort,52.05913551,4.905493171
3461,Linschoten,Montfoort,52.05913551,4.905493171
3464,Papekop,Oudewater,52.04613964,4.852570235
3465,Driebruggen,Bodegraven-Reeuwijk,52.04104234,4.796681428
3466,Waarder,Bodegraven-Reeuwijk,52.05994987,4.829489744
3467,Hekendorp,Oudewater,52.01730728,4.823071826
3470,Kamerik,Woerden,52.11017979,4.892290799
3471,Kamerik,Woerden,52.11017979,4.892290799
3474,Zegveld,Woerden,52.11614988,4.838977617
3480,Harmelen,Woerden,52.08692967,4.966398872
3481,Harmelen,Woerden,52.08692967,4.966398872
3500,Utrecht,Utrecht,52.09304138,5.075819803
3501,Utrecht,Utrecht,52.09304138,5.075819803
3502,Utrecht,Utrecht,52.09304138,5.075819803
3503,Utrecht,Utrecht,52.09304138,5.075819803
3504,Utrecht,Utrecht,52.09304138,5.075819803
3505,Utrecht,Utrecht,52.09304138,5.075819803
3506,Utrecht,Utrecht,52.09304138,5.075819803
3507,Utrecht,Utrecht,52.09304138,5.075819803
3508,Utrecht,Utrecht,52.09304138,5.075819803
3509,Utrecht,Utrecht,52.09304138,5.075819803
3511,Utrecht,Utrecht,52.09261326,5.11584497
3512,Utrecht,Utrecht,52.09227651,5.117943143
3513,Utrecht,Utrecht,52.09621984,5.108407986
3514,Utrecht,Utrecht,52.09675657,5.116702204
3515,Utrecht,Utrecht,52.10073608,5.119061662
3521,Utrecht,Utrecht,52.08546631,5.099163452
3522,Utrecht,Utrecht,52.07654964,5.119903458
3523,Ouddorp,Goeree-Overflakkee,51.81191021,3.8916014
3524,Utrecht,Utrecht,52.06921973,5.137921807
3525,Utrecht,Utrecht,52.06626956,5.118075173
3526,Utrecht,Utrecht,52.06349064,5.10385398
3527,Utrecht,Utrecht,52.07490894,5.085838423
3528,Utrecht,Utrecht,52.06614686,5.079903059
3531,Utrecht,Utrecht,52.08893544,5.101741978
3532,Utrecht,Utrecht,52.09335772,5.083673903
3533,Utrecht,Utrecht,52.08333073,5.086560934
3534,Utrecht,Utrecht,52.10293976,5.078131657
3540,Utrecht,Utrecht,52.07660416,5.099209369
3541,Utrecht,Utrecht,52.09313379,5.06216483
3542,Utrecht,Utrecht,52.10832263,5.065958329
3543,Utrecht,Utrecht,52.11438379,5.033629041
3544,Utrecht,Utrecht,52.08267984,5.063474035
3545,Utrecht,Utrecht,52.07504096,5.064565352
3546,Utrecht,Utrecht,52.04220411,5.058881999
3551,Utrecht,Utrecht,52.09914971,5.103737674
