ans_id,code,input_1,input_2,input_3,input_4,input_5,input_6,input_7,input_8,input_9,input_10,BNN1relatiea1,BNN1relatiea1_o,V104,BNN1relatieb_1,BNN1relatieb_2,BNN1relatieb_3,BNN1relatieb_4,BNN1relatieb_5,BNN1relatieb_6,BNN1relatieb_7,BNN1relatieb_8,BNN1relatieb_9,BNN1relatieb_10,BNN1relatiec_1,BNN1relatiec_2,BNN1relatiec_3,BNN1relatiec_4,BNN1singlesa1,BNN1singlesa1_o,V116,BNN1singlesb_1,BNN1singlesb_2,BNN1singlesb_3,BNN1singlesb_4,BNN1singlesb_5,BNN1singlesb_6,BNN1singlesb_7,BNN1singlesb_8,BNN1singlesb_9,BNN1singlesb_10,BNN1singlesc_1,BNN1singlesc_2,BNN1singlesc_3,BNN1singlesc_4,BNN2relatiea,BNN2relatiea_1,BNN2relatiea_2,BNN2relatieb,BNN2relatiec1,BNN2relatiec1_o,BNN2singlesa,BNN2singlesa_1,BNN2singlesa_2,BNN2singlesb,BNN2singlesc1,BNN2singlesc1_o,BNN3relatiea,BNN3relatieb,BNN3relatiec,BNN3singlesa,BNN3singlesb,BNN3singlesc,V016,V090,V091,V092,V093,V094,V095,V002,V003,V004_1,V004_2,V088,V005,V006,V007,V066,V067,V067_o,V008,V012,V010,V010_o,V045,V013_1,V013_2,V013_3,V013_4,V014,V015,V015_o,V019,V019_1,V086_1,V086_2,V086_3,V086_4,V086_5,V086_6,V071,V022,V023_1,V023_2,V023_3,V076,V076_o,V077,V024_1,V024_2,V083,V083_o,V025_1,V025_2,V025_3,V025_4,V025_5,V082,V087_1,V087_2,V087_3,V087_4,V087_5,V027_1,V027_2,V027_3,V027_4,V027_5,V028,V085_1,V085_2,V085_3,V085_4,V100_1,V100_2,V100_3,V100_4,V100_5,V100_6,V100_7,V038,V039,V041,V048_1,V048_2,V048_3,V048_4,V049,V122,V050,V051_1,V051_2,V052_1,V052_2,V052_3,V052_4,V052_5,V053_1,V053_2,V053_3,V053_4,V053_5,V054,V084_1,V084_2,V084_3,V084_4,V102_1,V102_2,V102_3,V102_4,V102_5,V102_6,V102_7,V064b,V064c,V065,V097,V069,V089,V089_o,V020,V073,V074,V075,V078,V078_o,V079,V079_o,V096a,V096b,V096c,V096d,V096e,V096f,V017,V018,starttime,externalid,verzending,language,referer,completed,survey_panelId,survey_respondentId,survey_lastQuestion
513,CjJJXfGupkjWMQkxKRGFC2cG3U,,,,,,,,,,,19,Niemand heeft dat,Nvt,0,0,0,1,0,1,0,1,0,0,1,5,4,2,99999,,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1,"Vibrator, loveballs, butplug",99999,3,,1,99999,,,99999,,99999,1,Naar een kroeg met vrienden,1,99999,,99999,5,1,1,1,4,5,1,1,25,2,1,4814,1,5,1,1,5,,1,5,3,0,3,2,3,2,4,6,7,Huisgenoten,2,99999,5,5,4,4,3,4,3,7,4,5,4,3,,2,2,2,2,,2,4,5,2,4,5,5,4,4,3,3,4,1,2,2,4,2,3,3,3,3,1,3,5,4,2,6,7,2,Jort Kelder,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,27,1,1,,1,1,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,5,1,9-1-2015 9:01,,0,0,http://www.hzt.nl/onderzoek,1,0,0,V9999
515,d7Q6zByNsC3vVh9j6htz8tEtD7,,,,,,,,,,,99999,,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,4,,Doen alles samen zonder vrienden uit het oog te verliezen,0,0,0,1,1,0,0,0,1,0,3,3,4,1,99999,,,99999,,99999,2,99999,Geen behoefte gehad,3,De ander ;) ,0,99999,,99999,2,Feestjes en hangen bij mensen,1,99999,99999,99999,99999,99999,99999,99999,1,18,2,2,2036,10,5,1,1,5,,1,1,1,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,4,3,3,5,5,2,3,2,2,2,3,5,3,4,5,4,2,2,3,1,4,4,3,3,3,2,4,1,5,7,6,3,Lia marie Johnson ,4,6,4,6,,99999,99999,99999,99999,99999,,99999,,1,2,1,3,2,3,99999,99999,9-1-2015 9:01,,0,0,http://www.hzt.nl/onderzoek,1,0,0,V9999
516,yPQFy3Np7nZEargbVcu4wykX8t,,,,,,,,,,,4,,Goede communicatie Respect voor elkaar Gelijke verdeling werk (niet vrouw minder dan man),0,1,1,0,0,0,0,1,0,0,1,1,4,2,99999,,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1,Vibrator,99999,1,,1,99999,,,99999,,99999,1,"Niet elke week! Uit eten, sauna, winkelen ",2,99999,,99999,99999,5,3,2,4,5,2,2,31,1,1,9244,7,5,2,1,5,,1,6,2,0,1,2,2,5,4,7,7,Vakantie,1,1,5,4,5,5,2,5,1,8,5,5,4,5,Geen idee,2,1,2,2,,2,2,2,4,4,7,5,4,5,2,1,4,1,2,2,1,2,4,3,2,2,6,5,4,7,3,1,2,2,Nooit over nagedacht,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,109,2,8,,99999,99999,99999,99999,99999,,99999,,99999,99999,99999,99999,99999,99999,3,3,9-1-2015 9:01,,0,0,http://www.hzt.nl/onderzoek,1,0,0,V9999
517,wyPSWuZcGfbU5k45NpdCwRrkgF,,,,,,,,,,,2,,Zij zijn naast elkaars geliefde ook elkaars beste maatje. Ze doen veel samen maar doen ook veel dingen appart. Samen kunnen ze de wereld aan.,1,0,1,0,0,0,0,0,1,0,1,1,2,3,99999,,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,2,99999,(nog) geen behoefte aan.,3,,1,99999,,,99999,,99999,2,Met vriendinnen afspreken.,2,99999,,99999,99999,5,6,6,4,5,5,2,30,1,1,5301,3,5,1,1,5,,1,6,3,0,1,1,1,1,4,4,5,,2,99999,5,5,5,5,1,5,4,9,5,5,5,3,,1,2,2,2,,1,5,5,3,4,15,5,5,5,2,1,4,1,1,1,2,2,3,3,1,4,4,5,2,1,3,7,6,6,Geen idee. Ben daarvan niet op de hoogte.,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,11,2,1,,4,4,2,2,1,,1,,99999,99999,99999,99999,99999,99999,5,1,9-1-2015 9:01,,0,0,http://www.hzt.nl/onderzoek,1,0,0,V9999
521,wk4FhcFvRNnfqqUVYPCdX386jy,,,,,,,,,,,4,,-,1,0,0,1,0,1,0,0,0,0,3,3,3,5,99999,,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,2,99999,Geen behoefte,1,Chocola,0,99999,,,99999,,99999,2,Borrelen,1,99999,,99999,99999,1,2,3,3,1,2,2,21,2,1,5622,1,5,1,1,5,,1,6,1,0,1,4,2,3,4,6,4,,2,99999,5,4,5,5,1,4,4,8,2,5,3,4,,2,2,2,1,,1,3,5,1,4,2,5,5,5,2,1,2,3,2,4,4,2,5,2,2,3,2,4,3,1,5,6,7,2,-,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,48,1,6,,1,1,1,1,99999,,99999,,99999,99999,99999,99999,99999,99999,5,1,9-1-2015 9:02,,0,0,http://www.hzt.nl/onderzoek,1,0,0,V9999
522,P5vaVVf3pRrnhAqkRjgn3k5z4M,,,,,,,,,,,99999,,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,4,,Nooit ruzie,0,0,1,0,1,0,1,0,0,0,2,5,5,2,99999,,,99999,,99999,2,99999,Niet nodig,3,,1,99999,,99999,2,ZuiPen en scoren,1,99999,99999,99999,99999,99999,99999,99999,1,24,1,1,5961,2,3,1,1,5,,1,2,2,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,2,2,2,3,3,9,10,2,2,2,4,5,5,2,5,5,5,2,2,3,1,4,4,2,4,6,7,4,5,3,2,1,4,Scarlett johansson,1,23,4,6,,99999,99999,99999,99999,99999,,99999,,1,6,1,4,5,1,99999,99999,9-1-2015 9:02,,0,0,http://www.hzt.nl/onderzoek,1,0,0,V9999
524,dCvDttqQAFB6x5DWdS6NxjeGxb,,,,,,,,,,,18,,Denk dat hetpure liefde is,0,1,1,0,0,0,1,0,0,0,3,4,3,3,99999,,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1,Vibo,99999,3,,1,99999,,,99999,,99999,1,Bios ,1,99999,,99999,99999,1,6,2,4,5,5,2,29,2,2,1783,10,1,1,2,5,,1,5,4,0,2,4,3,3,3,7,5,,2,99999,4,4,4,4,3,4,4,7,3,5,5,3,,1,2,2,2,,2,4,4,3,4,35,4,4,4,2,2,3,2,3,3,4,1,4,3,1,4,3,4,7,6,5,2,1,1,Geen idee,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,64,1,3,,1,1,2,2,3,,2,,99999,99999,99999,99999,99999,99999,3,2,9-1-2015 9:02,,0,0,http://www.hzt.nl/onderzoek,1,0,0,V9999
527,W9jAcrCQ8k5aNur9mGA7KecwJa,,,,,,,,,,,19,schoonouders,Na 44 jaar huwelijk kun je nog steeds zien dat ze echt verliefd Zijn op elkaar,1,0,1,0,0,0,0,1,0,0,4,2,3,2,99999,,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1,"Vibrerende cockring, glijmiddel",99999,1,Chips,0,99999,,,99999,,99999,1,Kroeg,1,99999,,99999,99999,1,3,2,4,4,3,2,23,1,1,2851,11,5,1,2,5,,1,6,3,0,1,4,4,4,3,6,2,,2,99999,5,5,5,5,1,5,4,8,4,3,4,3,,2,2,2,1,,1,2,4,4,2,11,5,5,5,4,2,2,2,3,4,2,2,4,3,3,3,3,4,2,1,7,6,5,6,Geen idee,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,44,1,8,,1,1,2,1,99999,,99999,,99999,99999,99999,99999,99999,99999,3,3,9-1-2015 9:03,,0,0,http://www.hzt.nl/onderzoek,1,0,0,V9999
528,JquJ9sqkbZCb4Zvc88kJr5zhH9,,,,,,,,,,,99999,,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,4,,"Na 2,5 nog steeds totaal verliefd, past perfect.",1,1,0,0,0,1,0,0,0,0,2,3,4,2,99999,,,99999,,99999,1,vibrator,99999,1,,1,99999,,99999,1,Met vrienden naar feesten of de kroeg in,1,99999,99999,99999,99999,99999,99999,99999,2,23,2,1,6211,2,4,2,1,1,,1,2,1,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,4,3,4,3,7,21,4,2,2,2,4,5,2,4,4,3,2,3,2,2,4,4,2,2,4,3,2,1,5,7,6,6,benja bruining,1,36,1,8,,99999,99999,99999,99999,99999,,99999,,1,1,6,4,2,1,99999,99999,9-1-2015 9:03,,0,0,http://www.hzt.nl/onderzoek,1,0,0,V9999
529,zr5fcvsvJXmHyGQxSj2nz3awPU,,,,,,,,,,,99999,,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,17,,Het lijkt erop als of ze gelukkig zijn en elkaar ikunnen vrijlaten,0,0,0,0,0,1,1,1,0,0,3,3,3,2,99999,,,99999,,99999,1,"vibrator, clitstimulator",99999,3,,1,99999,,99999,1,Naar een groot feest en af en toe naar eem club of kroeg,1,99999,99999,99999,99999,99999,99999,99999,2,24,2,2,1095,10,5,1,1,2,,3,2,1,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,4,1,3,4,7,19,4,2,2,5,4,5,4,5,4,2,4,1,1,2,5,2,2,2,5,4,7,6,3,1,2,2,Geen idee,4,52,1,1,,99999,99999,99999,99999,99999,,99999,,5,6,2,2,5,2,99999,99999,9-1-2015 9:03,,0,0,http://www.hzt.nl/onderzoek,1,0,0,V9999
531,HDfaQaUmARSZGTTAWT9g3WfpW7,,,,,,,,,,,1,,Die vullen elkaar perfect aan en zijn enorm gelukkig met elkaar.,0,1,1,1,0,0,0,0,0,0,3,3,3,2,99999,,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1,vibrator,99999,1,,1,99999,,,99999,,99999,2,Naar de kroeg met vrienden,1,99999,,99999,99999,1,6,6,4,5,1,2,26,2,2,7941,5,5,3,1,5,,1,6,3,0,1,4,4,3,2,7,2,,2,99999,5,4,4,4,2,4,4,8,3,5,5,2,,2,2,2,1,,2,3,4,4,3,8,5,5,5,4,1,2,1,1,2,3,2,5,3,3,3,1,4,2,3,6,5,7,3,Fedja van huet,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,54,2,1,,1,2,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,3,3,9-1-2015 9:03,,0,0,http://www.hzt.nl/onderzoek,1,0,0,V9999
532,ZSGvYfHp5jrbTsEZFVBJs3bwhA,,,,,,,,,,,4,,Die zijn voor elkaar gemaakt en alles klopt bij hun.,0,0,0,0,0,0,1,1,1,0,4,3,4,2,99999,,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1,Een viborator,99999,1,,1,99999,,,99999,,99999,2,Naar de carnaval en naar de kroeg met vrienden ,2,99999,,99999,99999,5,3,6,4,1,2,2,29,1,1,7331,3,3,1,2,6,christelijke,3,6,2,0,1,4,4,3,3,7,7,carnaval,2,99999,4,3,3,3,4,3,4,5,2,2,3,2,,2,1,2,1,,3,3,4,3,4,3,3,2,3,4,3,4,3,4,3,2,2,4,3,1,2,7,1,2,3,6,4,5,1,Geen idee,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,72,1,1,,2,1,1,1,99999,,99999,,99999,99999,99999,99999,99999,99999,5,1,9-1-2015 9:04,,0,0,http://www.hzt.nl/onderzoek,1,0,0,V9999
533,hnsxWu2WB3qtHbYkntbrGcs9sQ,,,,,,,,,,,19,Geen idee,Iedereen is gelukkig op zijn eigen manier. Kan soms niet geloven dat die rwee gene bij elkaar zijn maar als zij van elkaar houden is het goed. ,1,1,0,0,0,0,0,1,0,0,3,3,4,2,99999,,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1,Glijmiddel. Heel erg soms speeltje,99999,1,Snoep,0,99999,,,99999,,99999,1,"Minder joh. Ga bijna nooit uit. Maar als ik, dan dans ik veel! ",2,99999,,99999,4,1,2,3,3,1,2,2,21,1,1,5422,3,3,1,1,5,,1,5,3,0,3,4,2,2,2,3,1,,2,99999,5,4,4,4,2,5,2,7,5,5,4,5,Ligt er net aan waar je potentiële partner is,1,2,2,2,,2,4,3,2,4,5,4,4,4,3,2,2,2,2,3,2,2,4,2,4,2,3,5,1,2,6,7,4,6,Dat is een rare vraag want ik ken geen beroemdheden persoonlijk. En het gaar bij mij meer om iemand is van binnen dan dat die er goed uit ziet. Maar bijvoorbeeld Jamie Oliver is lief voor zn vrouw en kinderen. Dat vind ik wel leuk om te zjen. ,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,11,1,6,,2,2,2,2,2,,4,Voor de lol daten. Tot de laatsre,99999,99999,99999,99999,99999,99999,3,1,9-1-2015 9:04,,0,0,http://www.hzt.nl/onderzoek,1,0,0,V9999
534,QTqGRUUx3J4YXF7JN4tWN2AfBY,,,,,,,,,,,8,,"Wanneer je naar ze kijkt komen ze over als een echt, hecht gezin. Echter, niemand heeft een ideale relatie. Toch als ik naar hen kijk zie je liefde voor elkaar en het gezin. Daarbij vind ik het knap dat zij zo'n groot gezin bij elkaar houden, ook gezien hun carrière. Daarbij passen ze qua uiterlijk ook nog eens bij elkaar!",1,1,1,0,0,0,0,0,0,0,3,3,2,3,99999,,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1,glijmiddel,99999,1,Alles,0,99999,,,99999,,99999,1,"Gezellig ergens gewoon wat drinken of naar een club om te dansen, met vrienden.",1,99999,,99999,1,1,6,6,4,5,2,2,19,2,2,6825,3,5,1,2,5,,1,5,3,0,3,5,4,3,4,4,5,,2,99999,5,3,5,3,2,4,2,7,4,2,4,3,,2,1,2,2,,3,3,4,5,5,16,4,3,3,4,4,1,1,2,1,1,2,5,2,3,3,4,3,1,2,5,6,7,6,Justin Timberlake,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,30,4,10,het gevoel was er niet meer,4,1,1,2,99999,,99999,,99999,99999,99999,99999,99999,99999,5,1,9-1-2015 9:04,,0,0,http://www.hzt.nl/onderzoek,1,0,0,V9999
535,XxfVHKnVP6qVpuwtmTGgta3GwJ,,,,,,,,,,,4,,ze vullen elkaar heel goed aan en kunnen met elkaar over alles praten. ze zijn al jaren samen en nog altijd even schattig,1,0,1,0,0,1,0,0,0,0,4,3,4,2,99999,,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,2,99999,het is goed zo,3,ik drink graag thee in bed,0,99999,,,99999,,99999,2,Iets drinken op cafe of met jeugd beweging op stap ,1,99999,,99999,2,1,2,2,2,4,1,2,21,1,1,2460,13,3,1,1,5,,1,5,1,0,3,4,2,3,3,3,7,we kennen elkaar al jaren door de jeugdbeweging,2,99999,5,3,4,4,2,4,2,8,3,3,4,3,,2,2,2,2,,4,4,3,4,3,15,4,3,3,4,2,2,2,2,2,3,1,5,4,3,3,2,5,3,1,4,6,7,2,Heel moeilijk want ik verkies nog altijd het karakter boven de looks. Barry atsma of Manuel Broekman,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,17,4,10,het werd saai,4,2,1,2,99999,,99999,,99999,99999,99999,99999,99999,99999,4,4,9-1-2015 9:04,,0,0,http://www.hzt.nl/onderzoek,1,0,0,V9999
536,sgEangG6tY3E4hcdF9mjD2hagH,,,,,,,,,,,4,,-,0,1,1,0,0,1,0,0,0,0,2,4,3,4,99999,,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,2,99999,-,1,,1,99999,,,99999,,99999,1,-,2,99999,,99999,2,1,3,2,3,1,3,2,19,2,1,6709,3,4,1,2,2,,1,5,1,0,3,3,2,3,3,6,2,,2,99999,5,4,5,5,1,5,4,8,4,5,5,2,,2,2,2,2,,1,4,3,2,4,1,5,4,4,2,1,3,4,2,4,2,2,4,4,2,4,3,4,2,1,5,7,6,4,-,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,29,3,9,,1,1,2,1,99999,,99999,,99999,99999,99999,99999,99999,99999,5,3,9-1-2015 9:04,,0,0,http://www.hzt.nl/onderzoek,1,0,0,V9999
539,PGyXtQjkFfrTP2KK4EwgcQfqwR,,,,,,,,,,,1,,"Ze houden oprecht van elkaar, en genieten samen van hun leven. Ze zijn er voor ons en elkaar.",0,0,1,0,0,1,1,0,0,0,4,2,5,2,99999,,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1,mooie lingerie en glijmiddel,99999,1,,1,99999,,,99999,,99999,3,"Uit eten, terrassen of stappen",1,99999,,99999,99999,1,3,2,2,3,2,2,20,2,1,5014,1,5,1,1,1,,1,6,1,0,1,4,3,5,5,7,5,,2,99999,5,5,5,5,5,5,4,8,5,3,5,3,,2,2,2,2,,1,5,4,4,5,1,5,4,5,5,1,1,1,1,3,5,2,5,4,4,5,4,6,5,7,3,2,1,6,"Brad Pitt, knappe, hardwerkende family man",1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,62,1,8,,1,1,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,5,1,9-1-2015 9:05,,0,0,http://www.hzt.nl/onderzoek,1,0,0,V9999
542,VKeR65ZQTATqrCzf7M3JugY4Ru,,,,,,,,,,,1,,Ondanks alles altijd samen overal uitgekomen?,1,0,1,0,0,1,0,0,0,0,2,3,4,3,99999,,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1,vibo,99999,1,,1,99999,,,99999,,99999,1,Wat drinken.of lunchen met vrienden,1,99999,,99999,99999,5,2,6,4,1,1,2,31,1,1,7011,3,3,1,1,1,,1,6,2,0,1,2,2,1,4,7,2,,1,2,5,4,5,4,1,4,4,8,2,4,3,2,,2,2,2,2,,2,4,4,3,4,15,5,4,4,4,1,4,1,4,2,4,1,3,4,2,4,6,5,7,4,3,2,1,2,Buddy valastro.....een lieve hard werkende family man. Aandacht voor mensen om hem heen en betrokken bij zijn omgeving,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,67,1,1,,99999,99999,99999,99999,99999,,99999,,99999,99999,99999,99999,99999,99999,5,2,9-1-2015 9:05,,0,0,http://www.hzt.nl/onderzoek,1,0,0,V9999
543,25bC5MRQaUYNpKxzuWY4ew6GnP,,,,,,,,,,,4,,Ik kan me daar het meest in vinden. Ik ben nog jong dus ik snap relaties van ouderen nietzo goed. Ik neem dat dus ook niet als ideaal beeld. Ik weet verder niet wat er achter gesloten deuren gebeurd. Vrienden vertellen dat wel. Ze zijn niet perfect maar doen hun best.,1,1,0,0,0,0,0,1,0,0,5,3,5,5,99999,,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,2,99999,Nooit van gekomen,1,Alles,0,99999,,,99999,,99999,1,Feestjes,1,99999,,99999,2,1,1,3,2,2,3,2,18,2,2,3137,11,3,1,1,5,,1,5,1,0,3,2,1,3,4,3,5,,2,99999,5,5,5,5,1,5,5,8,5,5,5,3,,2,2,2,2,,1,5,3,3,4,1,5,4,5,3,1,4,1,2,4,2,1,1,3,2,4,6,5,2,1,7,3,4,3,Tom Felton,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,4,3,9,,4,4,1,2,99999,,99999,,99999,99999,99999,99999,99999,99999,3,4,9-1-2015 9:05,,0,0,http://www.hzt.nl/onderzoek,1,0,0,V9999
545,uGn4FPQZtW88Pdw8HhtnKf8Mj5,,,,,,,,,,,4,,Na jaren nog altijd leuk en spannend ondanks de kinderen,0,0,1,1,0,0,0,1,0,0,2,3,4,2,99999,,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,2,99999,Nog niet nodig gehad of niet aan gedacht,2,,1,99999,,,99999,,99999,1,"Kroeg, bioscoop, theater of restaurant",2,99999,,99999,99999,1,2,1,3,1,1,1,35,2,1,7009,3,5,2,1,1,,1,5,2,0,2,5,4,3,2,5,4,,1,3,5,3,5,4,1,4,4,8,5,5,5,3,,2,2,2,1,,1,4,3,2,5,10,5,5,5,1,1,2,1,2,1,2,2,4,4,1,5,2,3,5,1,4,7,6,3,Sacha de Boer,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,232,1,8,,99999,99999,99999,99999,99999,,99999,,99999,99999,99999,99999,99999,99999,4,2,9-1-2015 9:05,,0,0,http://www.hzt.nl/onderzoek,1,0,0,V9999
546,ud7KDUEDXNbwEkFFMRDawKkdR3,,,,,,,,,,,99999,,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,4,,"Ze vullen elkaar perfect aan, zonder dat ze 24/7 bij elkaar zijn... Leef en laat leven",0,0,1,0,1,0,1,0,0,0,4,2,3,2,99999,,,99999,,99999,1,Zoveel,99999,1,,1,99999,,99999,1,"Dansen, drinken, kletsen",1,99999,99999,99999,99999,99999,99999,99999,2,33,2,2,7553,4,3,1,2,5,,1,2,2,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,2,4,4,4,4,7,12,3,1,2,3,5,5,5,5,5,5,5,2,5,2,5,5,2,4,4,3,2,1,5,6,7,2,Jason statman ,4,84,1,1,,99999,99999,99999,99999,99999,,99999,,1,6,4,4,5,2,99999,99999,9-1-2015 9:05,,0,0,http://www.hzt.nl/onderzoek,1,0,0,V9999
