ans_id,code,input_1,input_2,input_3,input_4,input_5,input_6,input_7,input_8,input_9,input_10,BNN1relatiea1,BNN1relatiea1_o,V104,BNN1relatieb_1,BNN1relatieb_2,BNN1relatieb_3,BNN1relatieb_4,BNN1relatieb_5,BNN1relatieb_6,BNN1relatieb_7,BNN1relatieb_8,BNN1relatieb_9,BNN1relatieb_10,BNN1relatiec_1,BNN1relatiec_2,BNN1relatiec_3,BNN1relatiec_4,BNN1singlesa1,BNN1singlesa1_o,V116,BNN1singlesb_1,BNN1singlesb_2,BNN1singlesb_3,BNN1singlesb_4,BNN1singlesb_5,BNN1singlesb_6,BNN1singlesb_7,BNN1singlesb_8,BNN1singlesb_9,BNN1singlesb_10,BNN1singlesc_1,BNN1singlesc_2,BNN1singlesc_3,BNN1singlesc_4,BNN2relatiea,BNN2relatiea_1,BNN2relatiea_2,BNN2relatieb,BNN2relatiec1,BNN2relatiec1_o,BNN2singlesa,BNN2singlesa_1,BNN2singlesa_2,BNN2singlesb,BNN2singlesc1,BNN2singlesc1_o,BNN3relatiea,BNN3relatieb,BNN3relatiec,BNN3singlesa,BNN3singlesb,BNN3singlesc,V016,V090,V091,V092,V093,V094,V095,V002,V003,V004_1,V004_2,V088,V005,V006,V007,V066,V067,V067_o,V008,V012,V010,V010_o,V045,V013_1,V013_2,V013_3,V013_4,V014,V015,V015_o,V019,V019_1,V086_1,V086_2,V086_3,V086_4,V086_5,V086_6,V071,V022,V023_1,V023_2,V023_3,V076,V076_o,V077,V024_1,V024_2,V083,V083_o,V025_1,V025_2,V025_3,V025_4,V025_5,V082,V087_1,V087_2,V087_3,V087_4,V087_5,V027_1,V027_2,V027_3,V027_4,V027_5,V028,V085_1,V085_2,V085_3,V085_4,V100_1,V100_2,V100_3,V100_4,V100_5,V100_6,V100_7,V038,V039,V041,V048_1,V048_2,V048_3,V048_4,V049,V122,V050,V051_1,V051_2,V052_1,V052_2,V052_3,V052_4,V052_5,V053_1,V053_2,V053_3,V053_4,V053_5,V054,V084_1,V084_2,V084_3,V084_4,V102_1,V102_2,V102_3,V102_4,V102_5,V102_6,V102_7,V064b,V064c,V065,V097,V069,V089,V089_o,V020,V073,V074,V075,V078,V078_o,V079,V079_o,V096a,V096b,V096c,V096d,V096e,V096f,V017,V018,starttime,externalid,verzending,language,referer,completed,survey_panelId,survey_respondentId,survey_lastQuestion
798,bdF8VqsQMyrjSWHqaq97UaPDU9,,,,,,,,,,,6,,ik zou ook wel willen dat mijn kanye zoveel voor mij deed als voor kim. denk aan flowerwall etc.,0,0,1,0,0,0,1,1,0,0,2,2,4,3,99999,,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,2,99999,niet nodig,1,ik drink het liefst champagne met aardbeien,0,99999,,,99999,,99999,1,drankjes en dansjes doen in de kroeg natuurlijk,1,99999,,99999,3,1,2,2,4,5,3,2,19,2,2,2517,11,5,3,2,5,,1,4,1,0,3,5,4,4,4,2,2,,2,99999,4,2,4,5,1,5,2,9,5,2,2,2,,2,2,2,1,,2,4,4,2,4,5,3,1,1,4,2,2,2,2,2,4,2,2,4,4,2,2,3,4,1,5,7,6,4,"sven kramer! slimme, knappe, talentvolle jongen! die zijn naomi volledig support!",1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,5,1,6,,4,4,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,5,3,01/09/15 09:36 AM,,0,0,http://www.hzt.nl/onderzoek,1,0,0,V9999
800,HednXeYAXE8dQVffZmTEGsxq9w,,,,,,,,,,,1,,Omdat ze elkaar respecteren en elkaar vrij laten in hun eigen keuzes en hobby's. Ze nog steeds verliefd zijn. Ze ruzie kunnen maken en het ook weer goed maken. Met elkaar praten en eerlijk zijn tegen elkaar. ,1,0,1,0,0,0,0,0,1,0,3,3,3,4,99999,,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,2,99999,Nog niet over nagedacht of nodig,1,Ontbijt,0,99999,,,99999,,99999,2,Meestal in het weekend stappen of wat drinken met vrienden. Uit eten of naar de film  ,1,99999,,99999,99999,5,6,2,1,5,1,2,25,1,1,6851,3,3,1,1,1,,1,6,1,0,1,2,2,3,4,7,4,,2,99999,1,2,1,1,3,1,2,9,4,5,5,2,,2,2,2,1,,2,4,4,2,4,1,5,5,5,3,1,3,1,2,3,3,1,4,4,2,4,5,3,1,2,4,7,6,6,Barry Atsma ,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,132,3,9,,1,1,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,5,2,01/09/15 09:36 AM,,0,0,http://www.hzt.nl/onderzoek,1,0,0,V9999
801,Msc5Sp6gZPZ6htgcUNwj4VqXG6,,,,,,,,,,,1,,Mijn ouders zeggen zelf dat zij elkaar 99% kennen en door de jaren hebben zij elkaar door goede en moeilijke tijden gesteund. Daarnaast blijven ze elkaar verrassen en leuke dingen met elkaar doen,1,0,1,0,0,1,0,0,0,0,2,4,5,4,99999,,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,2,99999,we hebben het tot nu toe nog genoeg aan elkaar,1,avondeten,0,99999,,,99999,,99999,1,Vooral dansen,1,99999,,99999,1,5,1,6,4,1,5,2,20,2,1,6542,3,4,1,1,2,,1,5,3,0,3,4,3,3,3,4,4,,2,99999,5,4,5,4,4,5,5,8,4,2,5,3,,2,1,2,2,,2,4,4,4,4,9,4,4,5,4,2,3,2,4,3,4,2,4,4,2,4,3,6,2,1,4,5,7,6,"Ik heb geen idee, want ik weet niet hoe beroemdheden zijn om een relatie mee te hebben.",1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,13,2,1,,1,1,2,1,99999,,99999,,99999,99999,99999,99999,99999,99999,4,1,01/09/15 09:36 AM,,0,0,http://www.hzt.nl/onderzoek,1,0,0,V9999
802,zkk3wCEvVc8rhHRWfKdBs5smCf,,,,,,,,,,,2,,Iin zus is gelukkig getrouwd verwacht samen met haar man hun 2de kindje. En hebben al heel veel dingen overwonnen en zijn nog steeds bij elkaar,1,0,0,0,0,0,1,0,1,0,4,2,1,2,99999,,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1,"glijmiddel, cockring",99999,1,,1,99999,,,99999,,99999,1,Gezellig met vrienden in een kroeg wat drinken met onze partners erbij. En sommige weken ga ik ook alleen met vriendinnen voor tijd met hun,1,99999,,99999,99999,1,2,2,2,1,2,2,23,2,1,5703,1,3,1,2,1,,1,6,2,0,1,3,4,4,4,6,5,,2,99999,5,5,5,5,1,5,3,10,5,5,5,2,,2,2,2,2,,1,5,5,1,5,5,5,5,5,1,1,1,2,1,1,1,1,5,3,1,3,1,3,4,7,6,5,2,3,Jan Smit en zijn. Vrouw Liza. Vroeger was jan Smit al verliefd op Liza maar Liza vond hem te jong. Jaren later vinden ze de ware liefde en zijn se gelukkig met 2 kinderen. Ook al hebben ze iederen ook hij eigen leven qua werk en zang carrière,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,13,1,6,,1,1,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,2,2,01/09/15 09:36 AM,,0,0,http://www.hzt.nl/onderzoek,1,0,0,V9999
803,rgRzCHUYrQyGrx6ZwH2rjS8ehj,,,,,,,,,,,4,,Ala je na jaren bij elkaar kunt zijn en nog steeds onwijs veel geluk uit haalt,0,0,1,0,0,0,0,1,1,0,2,4,5,2,99999,,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1,"Vibo's, glijmiddel, bondagemiddelen",99999,3,Pizza,0,99999,,,99999,,99999,1,Naar een techno/ deephouse feestje meestal ,1,99999,,99999,1,1,1,1,1,1,3,1,26,2,1,4811,1,5,1,2,1,,1,5,2,0,3,4,3,3,5,2,3,,2,99999,5,3,4,3,2,5,4,7,4,5,4,3,,2,1,2,2,,2,4,3,3,5,8,4,3,2,5,2,2,2,3,1,4,1,2,5,4,2,4,2,3,1,5,6,7,6,Chantal janzen,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,72,4,10,uit elkaar gegroeid,4,1,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,5,1,01/09/15 09:36 AM,,0,0,http://www.hzt.nl/onderzoek,1,0,0,V9999
804,uQcYXgMXeAggmnfZZdCK5GGRcb,,,,,,,,,,,99999,,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,4,,De beste maatjes van elkaar die elkaar helemaal de gang laten gaan en waarbij het automatisch toch goed lijkt te gaan.,1,0,1,0,0,0,0,1,0,0,3,3,2,1,99999,,,99999,,99999,1,vibo,99999,3,Anything.,0,99999,,99999,2,"Biertjes drinken, soms dansen, soms lullen.",2,99999,99999,99999,99999,99999,99999,99999,2,25,2,2,3581,9,5,2,1,1,,1,1,1,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,2,5,2,2,2,7,35,4,1,1,4,2,4,5,4,4,4,4,2,1,2,4,4,5,2,4,3,1,2,7,6,5,5,"Justin Timberlake, heet en hilarisch.",3,30,1,4,,99999,99999,99999,99999,99999,,99999,,5,6,6,4,5,1,99999,99999,01/09/15 09:36 AM,,0,0,http://www.hzt.nl/onderzoek,1,0,0,V9999
806,Hu4n66CxP4kc3RpJaJNs5wAEZr,,,,,,,,,,,99999,,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,4,,"Ze hebben altijd lol samen, gezamenlijke vriendengroep en houden beide van dezelfde dingen",0,0,0,0,0,0,0,0,0,1,3,3,3,4,99999,,,99999,,99999,2,99999,Onzeker,1,,1,99999,,99999,2,Drinken en dansen en kletsen,1,99999,99999,99999,99999,99999,99999,99999,2,23,2,1,1096,10,5,1,1,5,,1,1,99999,1,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,2,4,1,2,1,4,4,1,2,2,2,4,4,2,4,5,2,5,1,4,2,2,4,4,2,4,3,1,2,6,5,7,1,Geen idee,1,99999,99999,99999,,99999,99999,99999,99999,99999,,99999,,1,3,2,3,1,1,99999,99999,01/09/15 09:36 AM,,0,0,http://www.hzt.nl/onderzoek,1,0,0,V9999
807,4WhBS6M7cMzWNWaBJwxh53QVFk,,,,,,,,,,,8,,Geen idee ,1,1,0,0,0,1,0,0,0,0,3,3,4,1,99999,,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,2,99999,Nog nooit nodig gehad,1,,1,99999,,,99999,,99999,3,Naar een kroeg of feestjes van verenigingen,2,99999,,99999,1,1,3,6,4,5,3,2,20,2,2,1105,10,5,2,1,5,,1,5,2,0,3,3,2,2,4,2,4,,2,99999,5,4,5,5,1,5,4,9,5,5,5,3,,1,2,2,2,,1,5,5,1,3,3,5,3,5,1,1,3,1,1,4,1,2,4,4,2,4,3,4,2,1,5,7,6,3,Geen idee,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,3,2,3,,1,1,1,1,2,,1,,99999,99999,99999,99999,99999,99999,5,2,01/09/15 09:36 AM,,0,0,http://www.hzt.nl/onderzoek,1,0,0,V9999
808,2zadfx69zKUgmHUq7QXg7SMU5B,,,,,,,,,,,9,,"Ze zijn heel gelukkig met hun gezinnetje, zo lijkt het tenminste.",0,1,1,0,0,0,1,0,0,0,3,3,5,3,99999,,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,2,99999,Willen het wel doen,3,,1,99999,,,99999,,99999,1,"Naar de stad, naar discotheken en barren",1,99999,,99999,5,1,2,2,1,1,1,2,19,2,2,3545,9,3,1,1,1,,1,5,2,0,3,5,2,3,2,3,1,,2,99999,5,5,5,5,1,5,4,8,5,5,5,2,,1,2,2,2,,2,4,3,3,3,6,5,5,5,2,1,4,1,1,4,2,1,4,4,3,3,2,5,4,1,7,3,6,1,Justin Timberlake ,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,6,2,3,,2,2,2,2,2,,4,Verveling,99999,99999,99999,99999,99999,99999,3,2,01/09/15 09:36 AM,,0,0,http://www.hzt.nl/onderzoek,1,0,0,V9999
809,745nzBhGtXWts3NJdn3hfkUN9h,,,,,,,,,,,99999,,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,4,,Ze laten elkaar los,0,0,1,0,0,0,1,1,0,0,2,4,5,2,99999,,,99999,,99999,2,99999,Waarom wel,3,Waar ik zin in heb,0,99999,,99999,2,Tanzen,1,99999,99999,99999,99999,99999,99999,99999,1,20,2,2,1064,10,5,1,1,5,,1,2,1,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,4,3,3,5,7,5,3,2,2,4,4,5,2,4,5,3,2,3,2,2,1,4,2,3,6,5,4,7,3,2,1,1,kim kardashian,1,13,1,1,,99999,99999,99999,99999,99999,,99999,,1,2,1,2,5,1,99999,99999,01/09/15 09:37 AM,,0,0,http://www.hzt.nl/onderzoek,1,0,0,V9999
810,UH8z3hpK5PNfSekajm6FnZfW8W,,,,,,,,,,,12,,"Omdat zij een leuk, gelukkig en mooi stel zijn. Met hun twee kindjes aan hun zijde zien er er altijd erg gelukkig en happy uit !!",1,0,0,0,0,1,0,0,1,0,3,3,5,1,99999,,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,2,99999,Gaat prima zonder,3,"Chips , koekjes ",0,99999,,,99999,,99999,1,"Naar de kroeg , stappen in Rotterdam ",1,99999,,99999,5,1,1,3,4,5,1,1,18,1,1,2681,11,4,1,1,2,,2,5,1,0,3,4,4,4,4,4,1,,2,99999,5,5,5,5,1,5,3,10,5,5,5,3,,1,2,2,1,,1,3,5,1,5,1,5,5,5,1,1,5,1,3,5,4,1,5,5,3,4,5,4,6,7,3,2,1,3,Doutzen kroes met haar echtgenoot. En willem Alexander en maxima zijn ook een mooi stel die elkaar veel helpen ,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,7,3,9,,1,1,2,2,1,,2,,99999,99999,99999,99999,99999,99999,4,1,01/09/15 09:37 AM,,0,0,http://www.hzt.nl/onderzoek,1,0,0,V9999
812,ey3yc6yKuyABhTjFcUbMKFQCbe,,,,,,,,,,,99999,,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,4,,Gewoon allebei gelukkig. ,1,0,1,0,0,0,0,1,0,0,3,3,4,3,99999,,,99999,,99999,2,99999,Niet nodig,1,,1,99999,,99999,2,Club of bar of studentenvereniging,1,99999,99999,99999,99999,99999,99999,99999,2,18,2,2,2624,11,4,3,1,5,,1,2,2,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,2,5,3,3,4,7,5,3,2,2,2,4,4,4,5,4,4,4,2,4,1,4,4,3,3,6,5,7,4,3,2,1,1,"Valerio Zeno, goeie humor en niet al te serieus",1,3,1,3,,99999,99999,99999,99999,99999,,99999,,1,3,2,1,2,3,99999,99999,01/09/15 09:37 AM,,0,0,http://www.hzt.nl/onderzoek,1,0,0,V9999
813,nfY6kCNJRab2wsr44sWknftHUu,,,,,,,,,,,99999,,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1,,Ze zijn heel lief voor elkaar. Ze passen goed bij elkaar.,1,0,0,0,0,0,0,1,1,0,3,4,3,3,99999,,,99999,,99999,2,99999,Dat komt niet bij me op.,3,,1,99999,,99999,4,Naar de kroegen.,2,99999,99999,99999,99999,99999,99999,99999,2,20,1,1,9145,7,3,1,1,2,,1,1,4,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,4,3,3,3,8,1,3,2,2,3,4,3,3,3,5,3,2,3,2,1,5,3,5,3,5,7,6,4,2,3,1,1,Ik denk Ruud Feltkamp,1,3,2,1,,99999,99999,99999,99999,99999,,99999,,1,6,2,4,5,2,99999,99999,01/09/15 09:37 AM,,0,0,http://www.hzt.nl/onderzoek,1,0,0,V9999
815,kbV2jwUCwMjDPWmxU2fSGXAyZH,,,,,,,,,,,18,,Ellen en Portia lijken de juiste balans te hebben gevonden als stel. In mijn ogen hebben ze een stabiele relatie ondanks het feit dat hun relatie soms onder de loep gelegd wordt door de media.,1,0,0,0,0,1,1,0,0,0,2,4,4,2,99999,,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1,De voorbinddildo is weleens uit de kast gehaald.,99999,3,Pizza is het beste seksvoer.,0,99999,,,99999,,99999,1,Biertje drinken in de kroeg.,1,99999,,99999,5,1,6,3,2,5,3,2,24,2,1,6224,2,3,1,2,2,,2,4,2,0,3,2,2,2,4,1,7,Tinder,2,99999,4,3,3,3,1,5,2,7,5,5,5,3,,1,2,1,1,,2,2,4,5,5,14,4,3,4,2,2,4,1,1,1,1,2,4,4,3,3,7,6,5,4,3,2,1,6,Hannah Hart,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,18,1,1,,4,2,2,2,2,,1,,99999,99999,99999,99999,99999,99999,5,2,01/09/15 09:37 AM,,0,0,http://www.hzt.nl/onderzoek,1,0,0,V9999
816,yuEeVWwMZ276bWpjR2TVyVH9sg,,,,,,,,,,,3,,"Ze zijn al 60jr samen. Hebben hun hele leven samen gedeeld, hebben respect voor elkaar zoals ze echt zijn. Helpen elkaar waar ze kunnen en zijn echt lief voor elkaar. ",1,0,1,0,0,1,0,0,0,0,3,3,3,2,99999,,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1,Massage olie,99999,1,,1,99999,,,99999,,99999,1,Met vrienden eerst eten of een andere activiteit en daarna lekker dansen met een drankje. Soms ga ik ook samen met mijn vriend alleen uit. ,1,99999,,99999,99999,1,3,2,4,1,3,2,30,2,1,5223,1,5,3,2,1,,1,6,4,0,1,4,3,1,3,5,5,,2,99999,5,5,5,5,1,5,4,8,5,5,5,3,,2,2,2,2,,1,5,5,3,5,12,5,5,5,1,1,2,1,1,2,4,2,5,3,1,5,3,4,2,1,5,7,6,6,Ik heb echt geen idee. We kennen beroemdheden en hun echte normen en waarden niet echt. Ik heb wel veel bewondering voor Isa Hoes. ,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,60,1,6,,1,1,2,1,99999,,99999,,99999,99999,99999,99999,99999,99999,5,3,01/09/15 09:38 AM,,0,0,http://www.hzt.nl/onderzoek,1,0,0,V9999
819,wn2aycCvrUWP85pTmZWMRd2SFC,,,,,,,,,,,99999,,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,8,,"Een schijnbaar gelijkwaardige relatie. Beide succesvolle mensen, groot gezin.  Man aan haar zijde ondanks tegenslagen mbt kanker. Getrouwd met alle kinderen aan hun zijde. Ondanks alle roddels lijken ze verliefd en sterk samen. ",0,1,1,0,0,1,0,0,0,0,3,1,3,2,99999,,,99999,,99999,1,vibrator,99999,1,"lekkers, zoetigheid, fruit",0,99999,,99999,1,"Film en of uit eten, soms wat drinken in de stad of gaan dansen met vriendinnen. ",1,99999,99999,99999,99999,99999,99999,99999,2,33,2,1,4811,1,5,1,2,1,,1,2,5,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,5,3,4,4,9,15,4,1,2,2,4,5,4,5,3,1,2,3,1,2,5,3,1,5,4,3,1,2,6,7,5,6,"Brad Pitt,  niet om zijn uiterlijk maar omdat hij zo te zien gek is op zijn vrouw. Romantisch. Familie mens. ",1,55,1,1,,99999,99999,99999,99999,99999,,99999,,4,3,6,4,3,2,99999,99999,01/09/15 09:38 AM,,0,0,http://www.hzt.nl/onderzoek,1,0,0,V9999
821,5kffy2tMZwFjw2Nya8YHssW6DH,,,,,,,,,,,1,,Al 40 jaar gelukkig samen,0,0,1,0,0,0,1,1,0,0,3,3,5,2,99999,,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,2,99999,Werkte niet,1,Ontbijt,0,99999,,,99999,,99999,1,Uiteten,1,99999,,99999,99999,5,6,6,4,5,5,2,24,2,2,3123,11,5,1,1,5,,1,6,2,0,2,5,5,4,3,4,5,,2,99999,5,4,5,5,5,5,3,9,5,5,4,3,,2,1,2,2,,1,5,5,2,5,3,5,5,5,3,1,1,1,2,4,3,2,4,4,1,5,6,3,2,1,7,4,5,3,Dat weet ik niet,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,120,1,1,,1,1,1,1,99999,,99999,,99999,99999,99999,99999,99999,99999,3,2,01/09/15 09:38 AM,,0,0,http://www.hzt.nl/onderzoek,1,0,0,V9999
822,jMnVzhGtbZG7eUGfpBmcgjtJaK,,,,,,,,,,,99999,,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,2,,"Rustige, stabiele thuissituatie. Goede baan, 2 kinderen, leuk huis. Leuke vrienden",1,1,0,0,0,0,1,0,0,0,3,3,5,2,99999,,,99999,,99999,2,99999,Geen behoefte,3,chips,0,99999,,99999,1,"Café, bios, casino",1,99999,99999,99999,99999,99999,99999,99999,1,31,1,2,2741,11,5,1,2,1,,1,1,1,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,2,3,2,4,8,4,2,2,2,1,4,5,2,5,5,5,3,2,2,1,4,4,2,2,5,4,6,7,3,2,1,6,??,1,100,2,8,,99999,99999,99999,99999,99999,,99999,,1,3,1,3,3,1,99999,99999,01/09/15 09:38 AM,,0,0,http://www.hzt.nl/onderzoek,1,0,0,V9999
823,eUJdyx59S3P9JKDSsNRQkDwxVF,,,,,,,,,,,99999,,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,3,,De liefde is nog steeds terug te vinden in blikken en aanrakingen.,1,0,0,0,0,1,0,1,0,0,3,3,3,2,99999,,,99999,,99999,2,99999,Nooit in verdiept,3,,1,99999,,99999,1,Dansen. Flirten als ik daar zin in heb,1,99999,99999,99999,99999,99999,99999,99999,2,26,1,1,5434,1,5,2,2,1,,1,1,1,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,4,2,2,5,9,3,1,2,2,1,4,4,1,4,4,2,1,1,1,2,5,2,3,3,2,4,3,1,5,7,6,3,"Kristoff uit 'Frozen'. Grappig, sarcastisch, fel, heldhaftig, lief en een beetje gek. ",1,95,1,1,,99999,99999,99999,99999,99999,,99999,,5,2,6,4,5,2,99999,99999,01/09/15 09:38 AM,,0,0,http://www.hzt.nl/onderzoek,1,0,0,V9999
824,uDWRvPkqN9dthmQsKuPC3JheYf,,,,,,,,,,,99999,,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,4,,Ze Laten elkaar vrij maar doen ook veel dingen samen. Ze vullen elkaar aan en zijn er voor elkaar en kunnen veel lol met z'n tweeën hebben.,1,1,0,0,0,0,1,0,0,0,1,4,2,4,99999,,,99999,,99999,1,Vibo,99999,3,,1,99999,,99999,1,Drankje in de kroeg of bioscoop of bij vrienden thuis zitten ,2,99999,99999,99999,99999,99999,99999,99999,2,26,1,1,1966,10,5,1,1,2,,1,1,3,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,2,1,2,2,7,4,2,2,2,2,3,4,3,5,5,3,4,2,1,2,4,4,2,2,3,4,2,1,5,7,6,6,Johnny de mol,1,54,1,1,,99999,99999,99999,99999,99999,,99999,,1,3,2,4,2,1,99999,99999,01/09/15 09:38 AM,,0,0,http://www.hzt.nl/onderzoek,1,0,0,V9999
