ans_id,code,input_1,input_2,input_3,input_4,input_5,input_6,input_7,input_8,input_9,input_10,V090,V091,V092,V093,V094,V095,V002,V003,V004_1,V004_2,V088,V005,V006,V007,V066,V067,V067_o,V008,V012,V010,V010_o,V045,V013_1,V013_2,V013_3,V013_4,V014,V015,V015_o,V016,V017,V018,V019,V019_1,V086_1,V086_2,V086_3,V086_4,V086_5,V086_6,V071,V022,V023_1,V023_2,V023_3,V076,V076_o,V077,V024_1,V024_2,V083,V083_o,V025_1,V025_2,V025_3,V025_4,V025_5,V082,V082_o,V087_1,V087_2,V087_3,V087_4,V087_5,V027_1,V027_2,V027_3,V027_4,V027_5,V028,V085_1,V085_2,V085_3,V085_4,V100_1,V100_2,V100_3,V100_4,V100_5,V100_6,V100_7,V038,V039,V041,V048_1,V048_2,V048_3,V048_4,V049,V081,V081_o,V050,V051_1,V051_2,V052_1,V052_2,V052_3,V052_4,V052_5,V053_1,V053_2,V053_3,V053_4,V053_5,V054,V084_1,V084_2,V084_3,V084_4,V064a_1,V064a_2,V064a_3,V064a_4,V064a_5,V064a_6,V064a_7,V064b,V064c,V065,V097,V069,V089,V089_o,V020,V073,V074,V075,V078,V078_o,V079,V079_o,V096a,V096b,V096c,V096d,V096e,V096f,starttime,externalid,verzending,language,referer,completed,survey_panelId,survey_respondentId,survey_lastQuestion
600,t84ergdteT2m7eb3RutEv7ZHwG,,,,,,,,,,,1,6,2,3,1,2,2,21,2,1,5038,1,4,1,1,5,,1,5,3,0,3,4,4,4,4,6,7,studentenvereniging,1,5,2,2,99999,5,4,5,5,1,4,2,7,4,4,5,3,,2,2,2,7,mag wel met zelfde geslacht als hij er niet bij is,2,3,5,2,4,4,0,5,4,3,4,1,2,5,2,4,4,2,2,4,2,4,4,3,5,1,2,6,7,3,uuuuhm George Clooney,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,31,2,8,,1,1,1,1,99999,,99999,,99999,99999,99999,99999,99999,99999,11/18/14 03:48 PM,,0,0,https://www.facebook.com/,1,0,0,V9999
601,fa7js2HQ8BPvrVc532vJx5Dq86,,,,,,,,,,,1,6,2,4,5,3,2,21,2,1,6524,3,3,1,1,1,,1,5,2,0,3,4,3,3,4,6,6,,5,3,1,2,99999,5,4,5,5,1,4,3,7,4,4,4,2,,2,2,2,1,,2,3,2,2,4,4,0,4,3,4,3,2,3,3,4,2,3,1,5,3,3,4,3,2,6,5,1,7,4,3,--,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,29,2,3,,1,1,2,1,99999,,99999,,99999,99999,99999,99999,99999,99999,11/18/14 04:19 PM,,0,0,https://www.facebook.com/,1,0,0,V9999
605,4EyDSJRs9jukdqRS3PStUftwjh,,,,,,,,,,,99999,99999,99999,99999,99999,99999,1,23,2,1,9717,6,5,1,2,2,,1,2,2,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,2,2,2,2,4,7,5,0,2,2,2,1,4,5,1,4,5,4,1,2,4,2,2,4,2,4,2,2,2,2,1,1,0,3,Geen idee,2,9,1,8,,99999,99999,99999,99999,99999,,99999,,1,5,3,3,5,1,11/18/14 06:07 PM,,0,0,http://forum.xboxworld.nl/threads/enquete-liefde-en-seks-vandaag-de-dag.175109/,1,0,0,V9999
608,pTJ8s5JUWcAvn7bUCCWv47UbN5,,,,,,,,,,,99999,99999,99999,99999,99999,99999,2,20,2,2,2586,11,5,1,2,5,,1,2,2,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,2,4,2,2,3,6,4,0,4,2,2,1,2,4,1,4,4,2,2,2,1,2,2,2,3,4,2,3,3,2,0,0,0,2,Chris Evans,2,27,4,1,,99999,99999,99999,99999,99999,,99999,,1,1,1,4,1,3,11/18/14 07:38 PM,,0,0,https://www.facebook.com/,1,0,0,V9999
609,ttPBVjVjH8yMp5MwzhAS6xkBNw,,,,,,,,,,,1,1,3,4,5,3,2,27,1,2,5261,1,5,3,2,5,,1,6,4,0,1,4,4,4,4,7,7,Vereniging,1,5,3,2,99999,5,4,5,4,2,4,2,9,4,4,5,3,,2,2,2,2,,1,3,5,2,3,4,0,5,5,5,3,1,2,2,2,2,2,2,4,2,2,3,6,3,5,7,4,1,2,6,Jude Law,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,49,4,6,,1,2,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,11/18/14 08:01 PM,,0,0,https://www.facebook.com/,1,0,0,V9999
610,MawfYNVn8XU3hEtGRghEg8qfkM,,,,,,,,,,,5,6,6,4,5,5,2,41,2,2,2408,11,5,3,1,5,,1,6,5,0,1,4,4,3,4,7,3,,1,3,3,1,2,4,3,3,3,2,3,4,7,2,2,2,3,,1,1,2,6,,1,2,4,3,2,99999,1,4,3,4,4,2,2,2,4,2,2,2,4,4,2,3,5,4,6,7,3,2,1,6,geen idee,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,120,1,1,,99999,99999,99999,99999,1,,1,,99999,99999,99999,99999,99999,99999,11/18/14 08:08 PM,,0,0,/direct/romeo&julia,1,0,0,V9999
611,dt2z6pmxVqRBVkY7z3ZGerbsAZ,,,,,,,,,,,99999,99999,99999,99999,99999,99999,1,20,2,2,5623,1,5,2,1,5,,1,2,1,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,2,3,2,4,4,7,5,0,2,2,2,3,4,5,3,4,4,3,4,4,2,1,4,4,3,3,1,2,2,2,1,1,1,4,Ik weet natuurlijk niet hoe beroemdheden in het echte leven zijn. Ik weet alleen hoe ze eruit zien. Maar qua uitstraling lijkt JULIA ROBERTS me wel een vrouw waar je wel mee zou willen trouwen in plaats van alleen seks mee te hebben.,1,8,1,10,Liefde simpelweg verdwenen,99999,99999,99999,99999,99999,,99999,,5,6,6,4,5,5,11/18/14 08:21 PM,,0,0,http://forum.xboxworld.nl/threads/enquete-liefde-en-seks-vandaag-de-dag.175109/,1,0,0,V9999
612,eZpUFyD5CWXzAw87fMUVJUHhuT,,,,,,,,,,,5,6,1,4,5,3,1,24,2,2,8017,4,4,1,1,5,,3,5,2,0,3,5,5,3,3,4,3,,1,5,1,2,99999,5,3,3,3,2,5,1,6,3,5,3,1,,1,2,2,2,,3,4,3,5,5,3,0,2,3,4,4,3,1,2,5,2,1,2,4,2,2,3,3,4,2,1,6,7,5,7,Lana del Rey,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,9,1,6,,2,1,2,1,2,,1,,99999,99999,99999,99999,99999,99999,11/18/14 08:28 PM,,0,0,http://forum.xboxworld.nl/threads/enquete-liefde-en-seks-vandaag-de-dag.175109/,1,0,0,V9999
617,ar3sNnSFn3ysK879x8df58pnFG,,,,,,,,,,,99999,99999,99999,99999,99999,99999,1,17,2,2,9732,6,2,2,1,5,,1,1,99999,1,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,3,3,2,3,7,0,0,2,2,2,3,3,3,3,3,4,3,2,3,4,1,4,3,2,3,1,2,2,2,2,0,1,6,Geen idee.,2,99999,99999,99999,,99999,99999,99999,99999,99999,,99999,,5,6,1,3,5,1,11/18/14 10:21 PM,,0,0,http://forum.xbw.nl/threads/enquete-liefde-en-seks-vandaag-de-dag.175109/,1,0,0,V9999
618,wgG4W2mQgeSTSVndst7kv46HTC,,,,,,,,,,,99999,99999,99999,99999,99999,99999,1,29,2,2,7460,4,3,2,2,2,,1,1,5,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,2,3,3,3,4,8,20,0,2,2,2,4,2,2,2,5,2,1,1,2,1,2,4,2,4,2,2,3,2,2,1,0,0,4,Jennifer lawrence,2,48,1,10,uigekeken,99999,99999,99999,99999,99999,,99999,,1,6,3,2,5,1,11/18/14 10:40 PM,,0,0,http://forum.xbw.nl/threads/enquete-liefde-en-seks-vandaag-de-dag.175109/,1,0,0,V9999
619,tDa43YYYcUUtBvKVwnsczRDjtR,,,,,,,,,,,5,6,6,4,5,5,1,26,2,2,1064,10,5,1,1,5,,1,6,3,0,1,3,3,3,4,6,4,,1,5,1,2,99999,5,4,4,4,2,3,4,6,3,2,3,3,,2,2,2,1,,1,5,4,3,3,4,0,5,4,4,3,1,4,2,2,3,3,2,4,3,1,5,4,5,3,1,2,6,7,6,Geen idee. Ken ze niet persoonlijk.,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,24,1,1,,1,1,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,11/18/14 11:37 PM,,0,0,/direct/romeo&julia,1,0,0,V9999
620,KZCpEVt2EtNPGzTQnQ5TzPCABP,,,,,,,,,,,99999,99999,99999,99999,99999,99999,1,22,2,1,3553,9,5,1,1,2,,1,1,1,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,2,4,2,3,3,7,11,0,2,2,2,1,5,5,1,5,5,4,4,2,4,2,4,4,2,3,2,3,2,2,1,0,0,1,Jessica alba,1,9,1,1,,99999,99999,99999,99999,99999,,99999,,1,3,1,3,2,3,11/19/14 12:50 AM,,0,0,http://forum.xbw.nl/threads/enquete-liefde-en-seks-vandaag-de-dag.175109/,1,0,0,V9999
621,aXGKGKxj8tyhSDR22CZeY4x5rr,,,,,,,,,,,99999,99999,99999,99999,99999,99999,2,54,2,1,7555,4,5,1,1,5,,1,3,3,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,4,4,2,4,7,3,0,4,1,2,3,3,4,3,5,2,1,1,2,3,1,4,4,1,5,1,0,2,7,0,0,0,1,geen idee,1,360,1,1,,99999,99999,99999,99999,99999,,99999,,5,6,6,4,5,5,11/19/14 06:49 AM,,0,0,/direct/romeo&julia,1,0,0,V9999
622,73NWXz7HDBtSARQWXxMdrFa5TR,,,,,,,,,,,99999,99999,99999,99999,99999,99999,2,22,2,2,5021,1,5,1,1,5,,1,2,2,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,2,5,4,4,4,8,17,0,5,2,2,2,5,5,1,5,5,3,3,3,2,2,5,4,2,4,2,2,2,2,2,0,0,1,"Jan Kooijman, een heel aantrekkelijke man met een vriendelijke uitstraling.",1,20,2,10,Niet meer verliefd,99999,99999,99999,99999,99999,,99999,,5,1,6,1,1,2,11/19/14 08:28 AM,,0,0,https://www.facebook.com/,1,0,0,V9999
624,pKcPhdCnNpXTXAGsQs7DvSW3D2,,,,,,,,,,,1,2,6,4,5,1,2,24,2,1,5038,1,5,1,1,1,,1,5,3,0,3,4,2,3,2,4,2,,1,5,1,2,99999,5,4,4,4,3,4,2,7,4,3,4,2,,1,1,2,1,,2,4,4,3,5,18,0,4,4,4,3,2,2,2,2,2,2,2,4,2,3,3,1,4,2,3,6,7,5,6,Ryan Gosling,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,40,1,6,,2,1,2,2,2,,1,,99999,99999,99999,99999,99999,99999,11/19/14 10:29 AM,,0,0,https://www.facebook.com/,1,0,0,V9999
625,amjEpeMKJTzdJ2PfPECAMKNJRK,,,,,,,,,,,1,1,3,3,1,2,1,32,1,2,6881,3,5,1,1,5,,2,6,2,0,1,4,4,4,3,6,7,Via Twitter,1,5,3,2,99999,5,4,5,4,2,4,4,9,4,4,4,1,,1,2,2,7,Stilzwijgend: we zijn exclusief voor elkaar,2,4,4,2,4,15,0,5,4,5,4,1,2,1,2,3,2,2,4,4,2,3,3,4,1,2,7,5,6,6,Ryan Gosling,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,48,4,8,,1,1,2,2,1,,3,,99999,99999,99999,99999,99999,99999,11/19/14 10:42 AM,,0,0,/direct/romeo&julia,1,0,0,V9999
627,XpJC3hHTVsdeq9hnUQfR5K4VZJ,,,,,,,,,,,5,6,1,1,5,5,2,24,2,2,3551,9,5,1,2,5,,1,6,3,0,1,3,2,4,4,6,4,,1,5,2,2,99999,5,4,5,4,1,5,1,8,3,4,4,2,,2,2,2,2,,1,3,4,1,3,6,0,5,4,5,4,2,1,1,1,1,2,2,5,3,2,4,2,3,1,4,5,7,6,6,Qua uiterlijk Heath Ledger in ten things i hate about you. Helaas is hij gestorven :-(,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,40,4,6,,1,1,1,1,99999,,99999,,99999,99999,99999,99999,99999,99999,11/19/14 11:10 AM,,0,0,/direct/romeo&julia,1,0,0,V9999
630,YwJ3ceBX8esR45ZUSfAzM8m49m,,,,,,,,,,,1,3,1,4,5,1,1,22,2,1,7315,6,3,2,2,6,ik ben gedoopt en heb een katholieke achtergrond. Ik geloof hier wel in. Maar niet mee opgegroeid.,1,8,2,0,3,4,4,4,4,3,2,,5,4,4,2,99999,5,4,4,5,4,5,1,8,5,5,5,2,,2,2,2,1,,2,3,4,1,4,6,0,5,3,3,4,3,5,2,1,3,2,1,4,4,4,2,6,4,5,7,3,1,2,4,Moeilijk om te zeggen. Ik ken persoonlijk geen beroemd heden.Hierdoor kan ik ze alleen beoordelen op uiterlijk. Megan Fox vind ik bijvoorbeeld een aantrekkelijke vrouw. Maar ik ken haar niet als persoon. ,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,36,2,1,,1,1,2,1,99999,,99999,,99999,99999,99999,99999,99999,99999,11/19/14 11:46 AM,,0,0,https://www.facebook.com/,1,0,0,V9999
631,HfemqEgDbbT34vvNbkXvwvYHQC,,,,,,,,,,,5,3,6,1,5,2,2,25,2,1,5021,1,5,1,1,5,,1,6,1,0,1,4,3,3,5,7,7,studentenvereniging,1,5,1,2,99999,5,4,5,5,1,5,3,8,4,5,4,2,,2,2,2,2,,2,5,4,3,4,8,0,5,5,5,3,2,2,1,2,2,4,2,4,4,1,5,5,4,7,6,1,3,2,2,Collin farrell,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,50,3,9,,1,1,1,1,99999,,99999,,99999,99999,99999,99999,99999,99999,11/19/14 12:00 PM,,0,0,http://m.facebook.com/,1,0,0,V9999
632,h9J3aukUP652Dwk68wdtRbhkAn,,,,,,,,,,,99999,99999,99999,99999,99999,99999,2,21,2,2,5038,1,5,1,2,1,,1,1,2,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,5,2,4,5,9,12,0,3,2,2,4,2,5,2,5,5,4,5,2,1,2,4,4,2,4,3,1,3,1,1,1,0,6,Brad Pitt,1,39,1,6,,99999,99999,99999,99999,99999,,99999,,1,2,3,3,5,5,11/19/14 12:26 PM,,0,0,https://www.facebook.com/,1,0,0,V9999
633,RcHTZRGumQXkEM6c9CThyZjhNV,,,,,,,,,,,99999,99999,99999,99999,99999,99999,2,41,1,1,6871,3,5,2,2,5,,1,2,3,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,5,4,1,2,7,20,0,4,1,1,2,4,5,4,4,3,2,2,4,2,2,4,2,1,5,7,1,1,1,0,0,0,1,Geen ,1,15,1,8,,99999,99999,99999,99999,99999,,99999,,1,6,3,4,5,5,11/19/14 12:28 PM,,0,0,/direct/romeo&julia,1,0,0,V9999
635,haFZDFABU45fdv5zyjf2RYGeqT,,,,,,,,,,,99999,99999,99999,99999,99999,99999,2,23,2,1,5025,1,5,1,1,1,,1,1,99999,1,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,2,3,3,4,2,7,8,0,3,2,2,3,4,5,2,5,5,5,2,2,3,2,4,4,3,3,2,1,2,3,1,0,1,3,/,1,99999,99999,99999,,99999,99999,99999,99999,99999,,99999,,1,2,3,3,5,1,11/19/14 02:45 PM,,0,0,https://www.facebook.com/,1,0,0,V9999
636,rgM5uYvYBTt3RpEX62mSRexuED,,,,,,,,,,,1,6,6,4,1,1,2,22,2,2,5655,1,5,1,1,1,,1,5,1,0,3,4,3,3,3,6,2,,5,5,4,2,99999,4,3,4,4,1,4,3,7,3,3,5,3,,2,2,2,1,,2,3,4,3,4,4,0,4,3,4,2,2,4,2,2,2,3,2,4,4,2,4,2,3,4,1,5,7,6,6,onbekend,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,26,3,9,,4,1,1,1,99999,,99999,,99999,99999,99999,99999,99999,99999,11/19/14 04:01 PM,,0,0,https://www.facebook.com/,1,0,0,V9999
637,qFrsHZ9kC5ufQcdkFunWvRuN4d,,,,,,,,,,,1,1,2,4,1,1,2,30,2,1,1508,10,5,2,1,5,,1,4,4,0,3,4,3,3,4,1,1,,4,5,4,2,99999,4,3,4,4,1,5,1,9,4,2,3,3,,1,2,1,1,,1,4,4,1,4,9,0,3,3,4,2,2,2,1,1,1,2,2,5,4,4,2,5,4,3,7,6,1,2,3,Teun Luikx en Tim Zeegers,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,14,1,10,afstand,1,1,1,2,1,,1,,99999,99999,99999,99999,99999,99999,11/19/14 04:11 PM,,0,0,https://dub118.mail.live.com/default.aspx?tid=cmQyMKTl1q5BGLcQAhWtbiXA2,1,0,0,V9999
638,V4cjMDxKxpuxcst9CHTAgXH7pu,,,,,,,,,,,99999,99999,99999,99999,99999,99999,1,20,1,1,6926,3,4,1,1,5,,1,1,1,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,2,4,3,4,4,8,5,0,4,1,2,3,4,4,4,4,5,4,2,2,4,2,4,4,3,3,0,10,0,0,0,0,0,2,geraldine kemper,1,8,1,4,,99999,99999,99999,99999,99999,,99999,,5,6,6,4,5,1,11/19/14 04:25 PM,,0,0,http://forum.xboxworld.nl/threads/enquete-liefde-en-seks-vandaag-de-dag.175109/,1,0,0,V9999
641,VWR6dtTd6YDq9WrnND3RVNHhkC,,,,,,,,,,,99999,99999,99999,99999,99999,99999,1,22,1,1,2678,11,5,3,1,2,,1,2,2,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,2,4,4,2,3,8,99999,1,4,2,2,3,2,4,2,3,4,2,1,2,5,1,4,4,2,3,1,2,2,2,1,2,0,3,Jessica Davies,1,14,4,1,,99999,99999,99999,99999,99999,,99999,,1,2,1,4,5,1,11/19/14 06:02 PM,,0,0,http://forum.xboxworld.nl/threads/enquete-liefde-en-seks-vandaag-de-dag.175109/,1,0,0,V9999
642,u9YpeYXUBgHyAfTNjz4f7JcdK5,,,,,,,,,,,99999,99999,99999,99999,99999,99999,2,20,2,1,5038,1,5,1,1,5,,1,1,99999,1,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,2,2,1,2,4,3,24,0,2,2,2,5,2,4,1,5,1,1,4,2,3,2,1,5,2,2,2,3,1,2,0,2,0,3,manuel broekman,1,99999,99999,99999,,99999,99999,99999,99999,99999,,99999,,1,1,2,3,1,1,11/19/14 06:03 PM,,0,0,https://www.facebook.com/,1,0,0,V9999
643,wrS2BydysQj9cbjpVA9u9AatsW,,,,,,,,,,,5,3,6,4,1,4,2,23,2,1,5021,1,5,1,2,5,,1,5,2,0,3,3,3,3,3,5,5,,5,5,4,2,99999,5,3,3,3,1,4,1,7,4,4,4,3,,2,1,2,1,,2,4,4,3,4,18,0,3,3,3,4,3,2,2,2,2,2,2,4,4,3,3,3,5,1,2,4,7,6,2,-,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,17,1,8,,1,1,2,1,99999,,99999,,99999,99999,99999,99999,99999,99999,11/19/14 06:13 PM,,0,0,https://www.facebook.com/,1,0,0,V9999
644,KcSauk23jKT44geKx3aZbe57YD,,,,,,,,,,,99999,99999,99999,99999,99999,99999,2,28,2,1,1073,10,5,3,1,5,,1,1,2,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,3,3,4,4,8,17,0,2,2,2,1,3,4,1,5,5,3,2,2,2,2,4,4,2,4,2,1,3,2,1,1,0,2,Ryan Gosling.,1,4,1,10,Ik was niet meer verliefd.,99999,99999,99999,99999,99999,,99999,,1,6,6,1,5,3,11/19/14 06:27 PM,,0,0,https://www.facebook.com/,1,0,0,V9999
645,jR6AaFpAM3GnMSjpaS7e3NjsD8,,,,,,,,,,,1,3,2,1,1,1,2,27,2,1,1215,10,5,1,1,1,,1,6,1,0,1,3,2,4,2,5,3,,1,3,1,2,99999,5,4,5,4,1,5,4,8,5,4,5,3,,1,2,2,2,,1,3,4,2,4,8,0,5,4,5,4,2,4,2,2,4,2,2,5,2,2,4,4,5,6,7,3,2,1,6,Umberto Tan,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,24,3,9,,1,1,2,1,1,,1,,99999,99999,99999,99999,99999,99999,11/19/14 07:23 PM,,0,0,/direct/romeo&julia,1,0,0,V9999
