ans_id,code,input_1,input_2,input_3,input_4,input_5,input_6,input_7,input_8,input_9,input_10,V090,V091,V092,V093,V094,V095,V002,V003,V004_1,V004_2,V088,V005,V006,V007,V066,V067,V067_o,V008,V012,V010,V010_o,V045,V013_1,V013_2,V013_3,V013_4,V014,V015,V015_o,V016,V017,V018,V019,V019_1,V086_1,V086_2,V086_3,V086_4,V086_5,V086_6,V071,V022,V023_1,V023_2,V023_3,V076,V076_o,V077,V024_1,V024_2,V083,V083_o,V025_1,V025_2,V025_3,V025_4,V025_5,V082,V082_o,V087_1,V087_2,V087_3,V087_4,V087_5,V027_1,V027_2,V027_3,V027_4,V027_5,V028,V085_1,V085_2,V085_3,V085_4,V100_1,V100_2,V100_3,V100_4,V100_5,V100_6,V100_7,V038,V039,V041,V048_1,V048_2,V048_3,V048_4,V049,V081,V081_o,V050,V051_1,V051_2,V052_1,V052_2,V052_3,V052_4,V052_5,V053_1,V053_2,V053_3,V053_4,V053_5,V054,V084_1,V084_2,V084_3,V084_4,V064a_1,V064a_2,V064a_3,V064a_4,V064a_5,V064a_6,V064a_7,V064b,V064c,V065,V097,V069,V089,V089_o,V020,V073,V074,V075,V078,V078_o,V079,V079_o,V096a,V096b,V096c,V096d,V096e,V096f,starttime,externalid,verzending,language,referer,completed,survey_panelId,survey_respondentId,survey_lastQuestion
3115,NmX7crgpmwM2da9XrRQEZ2uwjb,,,,,,,,,,,4,3,2,2,2,2,2,20,2,2,3034,11,3,2,1,4,,1,8,1,0,1,5,5,5,5,6,5,,4,3,2,2,99999,5,5,5,5,1,5,5,10,5,5,5,3,,1,2,2,2,,1,5,5,5,5,1,0,5,5,5,1,1,1,1,1,1,1,1,5,5,1,5,6,5,7,4,3,2,1,6,Cristiano ronaldo,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,2,1,8,,1,1,2,2,3,,2,,99999,99999,99999,99999,99999,99999,12/14/14 03:51 AM,,0,0,http://m.facebook.com/,1,0,0,V9999
3125,dmUZ3a9GUYQqrnfgFgyVYRsVJe,,,,,,,,,,,99999,99999,99999,99999,99999,99999,2,20,1,2,6466,2,3,1,2,1,,3,1,1,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,4,3,2,5,8,99999,1,5,2,2,4,3,3,3,5,4,2,3,2,4,1,4,4,3,3,1,2,2,2,1,1,1,3,uhmm ,1,22,2,10,het werkte gewoon niet,99999,99999,99999,99999,99999,,99999,,1,1,2,2,1,2,12/14/14 06:36 AM,,0,0,http://m.facebook.com/,1,0,0,V9999
3129,ffHNWAQ5vTVmUAGaZN3YJGCJgr,,,,,,,,,,,1,6,2,4,5,1,2,32,1,2,4724,1,3,2,1,1,,1,8,2,0,1,4,3,4,5,7,2,,1,3,2,1,2,5,4,5,5,1,5,4,9,5,5,5,2,,2,2,2,7,"als de verlangens er zijn om vreemd te gaan,  dit eerst bij de ander aan te geven.",2,4,3,2,4,2,0,5,5,5,4,1,1,1,1,3,2,2,5,4,1,4,5,4,1,2,3,6,7,2,Jan kooijman,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,132,1,8,,99999,99999,99999,99999,99999,,99999,,99999,99999,99999,99999,99999,99999,12/14/14 08:03 AM,,0,0,https://m.facebook.com/,1,0,0,V9999
3130,WeSKq26AYqkmUA7GbgyuYXuVJw,,,,,,,,,,,99999,99999,99999,99999,99999,99999,2,24,2,2,4706,1,2,1,1,6,christen,1,1,3,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,2,2,2,3,5,4,0,3,2,2,2,3,3,1,3,4,3,3,2,3,1,4,3,3,3,2,2,1,2,1,1,1,6,Brad pitt,1,37,4,10,uit elkaar gegroeid,99999,99999,99999,99999,99999,,99999,,5,6,6,4,5,2,12/14/14 08:08 AM,,0,0,http://m.facebook.com/,1,0,0,V9999
3131,Bnx6H5z9CvYcceYPnv3RmUwntS,,,,,,,,,,,1,3,2,2,2,1,2,25,2,2,6417,2,5,1,2,5,,1,6,2,0,1,4,3,3,4,4,1,,1,5,1,2,99999,5,4,5,5,1,5,2,9,4,5,4,1,,1,2,2,2,,1,4,3,1,4,3,0,5,4,4,1,1,2,1,1,2,1,1,5,2,2,4,3,4,2,1,5,7,6,6,Ik vergelijk mij niet graag met anderen. Als ik moet kiezen vind ik de relatie van Brad Pitt en Angelina Jolie wel mooi. Het ziet eruit als een gelijkwaardige relatie,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,78,4,1,,1,1,1,1,1,,1,,99999,99999,99999,99999,99999,99999,12/14/14 08:12 AM,,0,0,http://m.facebook.com,1,0,0,V9999
3133,ecMxPnwtAMQCjPMR6tvUNfMCD8,,,,,,,,,,,1,1,2,3,1,1,2,39,2,2,3122,11,4,1,1,2,,1,4,2,0,3,3,4,3,3,2,4,,2,3,1,1,4,5,3,5,5,1,4,3,7,3,5,4,4,,2,2,2,2,,1,5,5,1,4,2,0,5,5,5,2,2,3,2,2,2,2,2,2,2,1,5,3,4,2,1,5,6,7,2,Tom Hanks,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,180,1,3,,99999,99999,99999,99999,99999,,99999,,99999,99999,99999,99999,99999,99999,12/14/14 08:33 AM,,0,0,https://m.facebook.com/l.php?u=https%3A%2F%2Fdynamic-concepts.socratos.net%2Fdirect%2Fromeo%26julia&h=PAQHvK6SR&s=1&enc=AZPSNqQNc10N3lZdaxb7DkDH21i-KRqxlws82s2XsZI8YIxY6ew6fHJdWZvIWzWHayyJ3Bsq1HYuEQPHS_w1jCLe9p2YmI-zAUfhq7zog6UmSQ,1,0,0,V9999
3134,HzEJ7tryZkxNFABdFyvBd4HMAu,,,,,,,,,,,5,3,2,4,3,2,2,39,2,2,3225,11,3,1,2,6,ik mocht zelf kiezen of ik mee naar de kerk ging,1,5,2,0,3,5,4,4,3,6,4,,5,3,4,2,99999,4,3,4,3,1,4,1,6,4,3,5,3,,2,1,2,2,,2,4,4,1,4,4,0,4,3,4,3,3,1,2,2,3,2,1,4,4,3,3,2,3,6,1,4,5,7,3,Weet niet,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,264,1,2,,2,1,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,12/14/14 08:39 AM,,0,0,/direct/romeo&julia,1,0,0,V9999
3142,93M2YhJPjnyN8n3zHhbzKvaJNq,,,,,,,,,,,1,3,2,4,5,1,2,20,1,1,9231,7,3,1,1,5,,1,5,1,0,3,4,3,3,3,5,4,,5,3,4,2,99999,5,3,5,4,1,5,1,8,4,5,4,3,,2,2,2,2,,2,4,5,2,3,5,0,5,5,5,3,2,3,1,2,3,2,2,4,4,3,3,4,5,6,7,2,1,3,6,Geen idee,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,13,1,6,,1,1,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,12/14/14 09:07 AM,,0,0,http://m.facebook.com/,1,0,0,V9999
3151,Se9A96wPxaMfJSVJZGRvPjWUmr,,,,,,,,,,,99999,99999,99999,99999,99999,99999,2,20,2,2,8303,8,5,2,1,5,,1,2,2,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,2,4,3,4,5,8,99999,1,5,2,2,2,5,5,5,3,2,2,2,3,4,1,5,2,3,3,1,1,2,2,1,2,1,2,"Geen idee, ik let daar niet op eerlijk gezegd",1,30,4,10,voor ons gevoel werkte de relatie niet meer,99999,99999,99999,99999,99999,,99999,,1,6,2,4,5,1,12/14/14 09:23 AM,,0,0,/direct/romeo&julia,1,0,0,V9999
3157,H6FhPS8tmzWJ6NyCH9v8egMyCW,,,,,,,,,,,99999,99999,99999,99999,99999,99999,2,21,2,1,9204,7,5,2,2,5,,1,2,1,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,2,5,5,4,3,8,7,0,5,2,2,3,4,4,5,5,2,1,2,4,1,2,4,3,5,1,5,2,2,1,0,0,0,6,Chris Hemsworth,4,19,1,6,,99999,99999,99999,99999,99999,,99999,,1,3,3,2,1,3,12/14/14 09:37 AM,,0,0,http://m.facebook.com/,1,0,0,V9999
3158,PeMa9jwCH87AwTNEVhr26EfPJJ,,,,,,,,,,,1,2,2,2,5,5,2,24,1,1,6605,3,3,1,2,5,,1,5,2,0,1,4,4,4,2,5,7,Wonen in dezelfde straat,1,2,2,2,99999,5,4,5,3,1,5,3,6,2,5,4,3,,2,2,2,2,,3,4,3,1,4,2,0,3,3,4,2,1,3,2,3,4,4,2,2,4,3,4,5,2,3,1,4,7,6,3,?,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,92,1,6,,2,1,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,12/14/14 09:39 AM,,0,0,http://m.facebook.com,1,0,0,V9999
3162,27qs6EX65XHVAQauPgxF9fJEuz,,,,,,,,,,,1,3,1,1,1,3,2,22,2,2,5021,1,5,1,1,1,,3,6,3,0,1,5,5,5,3,5,5,,1,3,1,2,99999,5,4,5,4,2,5,4,8,3,5,3,3,,1,2,1,2,,1,5,5,5,4,7,0,5,4,5,5,2,3,2,5,2,2,2,5,5,1,3,1,4,3,2,7,5,6,1,Tom Hiddleston,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,69,1,1,,2,2,1,2,1,,1,,99999,99999,99999,99999,99999,99999,12/14/14 09:47 AM,,0,0,https://m.facebook.com/l.php?u=https%3A%2F%2Fdynamic-concepts.socratos.net%2Fdirect%2Fromeo%26julia&h=zAQFd1n5j&enc=AZPcv9DPJnfONoDtIAxai87nDyKEzRpTTtQMK-lDH9GAXGohoiYHBJlIJoImzELtLyB3I68BjGs4SMsttcAe6bxL3peI45biwqnKY5LbqlAFIg,1,0,0,V9999
3165,RvwfQDrDexw98pZ9xfaTED8AXj,,,,,,,,,,,99999,99999,99999,99999,99999,99999,2,18,2,1,3532,9,5,1,1,5,,1,2,1,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,5,3,4,4,8,1,0,3,2,2,3,4,5,4,5,2,3,4,2,5,2,2,4,2,2,2,3,3,2,0,0,0,6,Johnny depp,4,8,4,1,,99999,99999,99999,99999,99999,,99999,,1,3,3,4,1,2,12/14/14 09:57 AM,,0,0,http://m.facebook.com,1,0,0,V9999
3169,sSVM2y29mZMfW9R3dX3AMAvUhg,,,,,,,,,,,99999,99999,99999,99999,99999,99999,2,18,1,1,6123,2,3,1,1,5,,1,2,1,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,4,4,3,2,5,1,0,1,2,2,3,5,5,2,4,3,3,1,4,4,2,5,2,5,2,1,3,1,1,1,2,1,3,Gregory van der Wiel,1,7,4,3,,99999,99999,99999,99999,99999,,99999,,4,3,2,2,2,2,12/14/14 10:08 AM,,0,0,http://m.facebook.com/,1,0,0,V9999
3171,JHhnPQF4estMjHKeeBd96Ctcyc,,,,,,,,,,,5,3,6,1,2,2,2,28,2,1,3572,9,5,2,1,5,,1,4,3,0,3,5,2,4,4,2,1,,5,3,2,2,99999,5,4,4,4,1,5,1,7,5,3,5,3,,1,1,2,2,,1,3,4,3,4,25,0,4,3,4,1,1,4,1,1,1,4,2,4,4,2,5,3,4,2,1,5,6,7,6,Tygo Gernandt ,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,104,1,10,sleur,2,1,2,2,1,,1,,99999,99999,99999,99999,99999,99999,12/14/14 10:12 AM,,0,0,http://m.facebook.com,1,0,0,V9999
3175,X3YjQRpnyb3F9svBckTFCE66yF,,,,,,,,,,,5,3,6,2,5,5,2,36,2,2,6135,2,4,1,1,1,,1,6,2,0,1,5,1,3,4,7,2,,1,4,2,1,1,5,4,5,5,4,5,2,8,5,5,5,2,,1,2,2,1,,2,5,5,5,5,30,0,5,5,5,5,2,2,1,1,1,1,2,4,2,1,5,5,7,4,6,2,3,1,2,Geen idee ,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,120,1,6,,99999,99999,99999,99999,1,,4,Tijdverdrijf,99999,99999,99999,99999,99999,99999,12/14/14 10:38 AM,,0,0,http://m.facebook.com,1,0,0,V9999
3180,ckj2bYz9PwmkkE6ZdM2n4f4hpc,,,,,,,,,,,1,6,6,4,5,1,2,39,2,2,3454,9,3,2,1,5,,1,6,3,0,1,3,2,1,3,3,5,,1,2,2,1,3,5,4,4,5,1,5,3,8,1,1,1,3,,2,1,1,1,,3,4,5,4,5,8,0,4,4,5,3,2,3,2,2,4,3,2,4,4,2,5,5,3,1,2,4,7,6,4,"Uhhhh niet echt voorkeur,  dat gaat over uiterlijk maar niet dat je iemand echt kent...maar Johny de Mol komt goed in de buurt!",1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,264,1,1,,99999,99999,99999,99999,99999,,99999,,99999,99999,99999,99999,99999,99999,12/14/14 10:50 AM,,0,0,http://m.facebook.com/,1,0,0,V9999
3184,P2sJrCZN5R982FTwsJ2hpNdCGg,,,,,,,,,,,1,2,2,2,1,1,2,19,2,2,2902,11,3,1,2,2,,1,5,1,0,3,2,1,3,5,5,5,,2,3,1,2,99999,5,4,5,5,1,5,2,8,4,4,4,3,,2,2,2,2,,1,3,5,1,4,1,0,5,5,5,2,1,3,1,2,2,3,1,4,4,1,3,5,3,6,1,2,4,7,3,Geen idee,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,29,3,9,,1,1,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,12/14/14 11:04 AM,,0,0,http://m.facebook.com,1,0,0,V9999
3185,g54HFSrJy5QGjGedFnnkzawFuT,,,,,,,,,,,99999,99999,99999,99999,99999,99999,2,21,2,2,5041,1,5,1,1,2,,1,1,99999,1,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,4,3,3,3,7,1,0,3,2,2,2,4,4,3,5,5,4,4,3,3,2,4,4,3,3,2,1,2,2,1,1,1,3,Dat weet ik niet. ,1,99999,99999,99999,,99999,99999,99999,99999,99999,,99999,,5,6,3,1,5,3,12/14/14 11:08 AM,,0,0,/direct/romeo&julia,1,0,0,V9999
3189,28zQcfzC3VhV9dd7Vja7a6jB3e,,,,,,,,,,,99999,99999,99999,99999,99999,99999,2,22,2,2,3068,11,2,1,2,5,,1,2,1,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,2,5,1,5,3,8,23,0,3,2,2,1,2,5,1,5,4,1,3,3,4,2,4,4,1,5,2,2,3,2,0,1,0,6,Chace crawford,1,13,2,10,bindingsangst,99999,99999,99999,99999,99999,,99999,,1,1,2,4,5,1,12/14/14 11:34 AM,,0,0,/direct/romeo&julia,1,0,0,V9999
3206,WqJVSWFYUJyAXHCP6AKQSnT4x4,,,,,,,,,,,99999,99999,99999,99999,99999,99999,1,23,1,1,4641,1,3,2,1,1,,1,1,99999,1,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,2,4,2,2,3,7,2,0,3,2,2,2,3,4,4,3,4,3,2,4,4,1,4,4,4,4,2,3,1,2,1,1,0,3,Geen,1,99999,99999,99999,,99999,99999,99999,99999,99999,,99999,,1,1,1,2,1,1,12/14/14 12:25 PM,,0,0,https://m.facebook.com/l.php?u=https%3A%2F%2Fdynamic-concepts.socratos.net%2Fdirect%2Fromeo%26julia&h=RAQFK3b9V&enc=AZMSOdIfauBkXQsNYiRxFHRRNQ22uvA52Ml4CeHSrKdRof3_1v6Lvj9Wg4y6hs0xmSaIbiUVqCnIG9wC0Je-JkCB,1,0,0,V9999
3211,CYk7t4XukhC2U8eMXpxPVtFr4C,,,,,,,,,,,99999,99999,99999,99999,99999,99999,2,24,2,2,5223,1,4,1,2,5,,3,1,1,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,5,1,4,3,7,20,0,2,2,2,2,5,4,3,4,4,2,3,2,5,2,2,4,2,4,1,2,3,2,1,1,0,6,Barry Atsma. ,1,18,4,6,,99999,99999,99999,99999,99999,,99999,,5,6,6,1,5,5,12/14/14 12:55 PM,,0,0,https://m.facebook.com,1,0,0,V9999
3220,TZZhfpUHdPJrUBJ6pRh8xmgC9R,,,,,,,,,,,99999,99999,99999,99999,99999,99999,2,20,2,2,4814,1,3,1,2,5,,1,1,1,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,3,3,2,3,7,2,0,2,2,2,1,3,4,2,3,4,3,2,3,4,2,4,3,3,3,2,1,3,3,1,0,0,2,Geen idee,1,5,2,8,,99999,99999,99999,99999,99999,,99999,,1,3,2,4,5,1,12/14/14 01:28 PM,,0,0,http://m.facebook.com/,1,0,0,V9999
3221,ZdRep3eczHFwfybk9sTaMJUKC4,,,,,,,,,,,99999,99999,99999,99999,99999,99999,2,24,2,1,3581,9,5,1,1,2,,1,1,2,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,2,3,2,3,3,7,5,0,2,2,2,1,4,3,1,4,1,3,3,2,4,2,4,4,1,4,3,1,3,3,0,0,0,1,? Michiel Huisman,4,27,1,6,,99999,99999,99999,99999,99999,,99999,,1,3,2,3,3,1,12/14/14 01:30 PM,,0,0,http://m.facebook.com/,1,0,0,V9999
3233,42bTPZJsw5caPdMAcsANuZFwpM,,,,,,,,,,,1,3,6,4,5,2,2,21,1,1,4145,11,2,2,1,2,,1,4,1,0,3,5,5,5,5,1,3,,2,3,4,2,99999,5,3,3,5,1,5,3,8,4,2,5,2,,1,2,2,2,,3,3,3,3,5,99999,1,4,5,5,1,4,3,1,1,1,4,2,3,3,3,3,1,2,3,4,5,6,7,6,Channing tatum,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,19,1,1,,4,2,2,2,2,,3,,99999,99999,99999,99999,99999,99999,12/14/14 01:51 PM,,0,0,http://m.facebook.com/,1,0,0,V9999
3240,WzC8Pm6tyhQqvy4hhV24qMrd5M,,,,,,,,,,,99999,99999,99999,99999,99999,99999,2,20,1,1,1213,10,4,2,2,5,,1,2,3,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,2,5,4,4,3,1,6,0,4,2,2,3,2,4,1,5,5,5,2,1,5,1,4,4,2,4,3,2,1,3,1,0,0,3,Taylor Lautner,1,48,4,6,,99999,99999,99999,99999,99999,,99999,,4,3,2,2,3,3,12/14/14 02:08 PM,,0,0,https://www.facebook.com/,1,0,0,V9999
3251,MamV7pjrjFBvrx7aUDNguTAX7P,,,,,,,,,,,5,3,2,2,1,3,2,21,2,1,2334,11,5,1,1,1,,1,5,1,0,3,3,2,3,2,4,2,,3,5,4,2,99999,5,4,5,5,1,4,4,8,4,5,4,2,,2,2,2,2,,1,5,4,2,4,3,0,4,4,4,4,1,4,2,2,4,3,2,2,4,1,5,2,4,3,1,5,6,7,3,Ian Somerhalder,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,7,3,9,,1,1,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,12/14/14 02:44 PM,,0,0,http://m.facebook.com/,1,0,0,V9999
3253,C4GGjcv6m92YmGEPfAM9vAv8QJ,,,,,,,,,,,1,3,2,4,3,1,2,32,1,1,3991,9,5,2,2,1,,1,6,2,0,1,2,1,2,3,5,7,Alpha cursus,1,5,3,2,99999,5,5,5,5,1,5,3,8,4,5,5,5,ik denk dat dit voor iedereen verschillend is.,2,2,2,2,,1,3,3,1,2,99999,1,5,5,5,1,1,4,1,2,4,3,1,4,4,1,4,3,2,4,1,5,6,7,2,"geen idee, ben ik niet mee bezig.",2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,20,1,6,,1,1,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,12/14/14 02:50 PM,,0,0,https://dub110.mail.live.com/?tid=cmIz7Yyr9_5BGHBgAjfeSc0A2&fid=flinbox&paid=cmDfh3LsV_5BGyHgAiZMF71A2&pad=2014-12-09T17%3A02%3A50.090Z&pat=2&pidx=2,1,0,0,V9999
3255,xqPzYBjaMYuMuRGRM35xqMBQvd,,,,,,,,,,,99999,99999,99999,99999,99999,99999,2,19,1,1,9203,7,5,1,2,5,,1,2,2,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,2,5,4,3,4,7,3,0,3,2,2,2,3,4,1,4,5,4,2,2,4,2,2,4,2,4,1,2,2,2,1,1,1,3,Geen idee,1,9,2,1,,99999,99999,99999,99999,99999,,99999,,1,6,2,4,5,5,12/14/14 03:01 PM,,0,0,http://m.facebook.com/,1,0,0,V9999
3256,raTz68gc3SFzAjQWAnRmHfV8be,,,,,,,,,,,1,2,2,4,1,2,2,20,1,1,5981,2,3,1,1,5,,1,5,1,0,3,1,2,3,3,6,2,,1,5,4,2,99999,5,5,3,1,1,4,1,6,4,4,3,2,,2,2,2,2,,1,4,4,3,3,1,0,3,3,3,4,2,4,4,4,2,4,1,4,5,3,3,5,3,1,2,7,4,6,4,"Justin timberlake, alex o'loughlin",1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,42,3,6,,2,1,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,12/14/14 03:04 PM,,0,0,http://m.facebook.com/,1,0,0,V9999
